"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_StandingSave","type_value_Zone","type_value_Length","type_value_Longball","type_value_Angle","type_value_PassEndX","type_value_PassEndY","type_value_OtherBodyPart","type_value_LayOff","type_value_Chipped","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_HeadPass","type_value_ThrowIn","type_value_Head","type_value_Cross","type_value_RightFoot","type_value_HighClaim","type_value_KeeperThrow","type_value_ShotAssist","type_value_IntentionalAssist","type_value_Throughball","type_value_BigChanceCreated","type_value_KeyPass","type_value_RegularPlay","type_value_BigChance","type_value_Assisted","type_value_MissHigh","type_value_FirstTouch","type_value_RelatedEventId","type_value_BoxCentre","type_value_GoalMouthZ","type_value_Volley","type_value_GoalMouthY","type_value_LeftFoot","type_value_GoalKick","type_value_Foul","type_value_AerialFoul","type_value_FreekickTaken","type_value_BlockedCross","type_value_MissLeft","type_value_CornerTaken","type_value_PlayerCaughtOffside","type_value_GoalDisallowed","type_value_IndirectFreekickTaken","type_value_MissRight","type_value_BlockedY","type_value_BlockedX","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_LeadingToAttempt","type_value_Blocked","type_value_LowCentre","type_value_OutfielderBlock","type_value_FromCorner","type_value_Yellow","type_value_HighRight","type_value_DivingSave","type_value_Hands","type_value_ParriedDanger","type_value_KeeperSaveObox","type_value_DirectFreekick","type_value_HighLeft","type_value_BoxRight","type_value_FastBreak","type_value_LastMan","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_IntentionalGoalAssist","type_value_LowRight","type_value_OverRun","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_InvolvedPlayers","type_value_TeamFormation","value_StandingSave","value_Zone","value_Length","value_Longball","value_Angle","value_PassEndX","value_PassEndY","value_OtherBodyPart","value_LayOff","value_Chipped","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_HeadPass","value_ThrowIn","value_Head","value_Cross","value_RightFoot","value_HighClaim","value_KeeperThrow","value_ShotAssist","value_IntentionalAssist","value_Throughball","value_BigChanceCreated","value_KeyPass","value_RegularPlay","value_BigChance","value_Assisted","value_MissHigh","value_FirstTouch","value_RelatedEventId","value_BoxCentre","value_GoalMouthZ","value_Volley","value_GoalMouthY","value_LeftFoot","value_GoalKick","value_Foul","value_AerialFoul","value_FreekickTaken","value_BlockedCross","value_MissLeft","value_CornerTaken","value_PlayerCaughtOffside","value_GoalDisallowed","value_IndirectFreekickTaken","value_MissRight","value_BlockedY","value_BlockedX","value_IndividualPlay","value_OutOfBoxCentre","value_LeadingToAttempt","value_Blocked","value_LowCentre","value_OutfielderBlock","value_FromCorner","value_Yellow","value_HighRight","value_DivingSave","value_Hands","value_ParriedDanger","value_KeeperSaveObox","value_DirectFreekick","value_HighLeft","value_BoxRight","value_FastBreak","value_LastMan","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_IntentionalGoalAssist","value_LowRight","value_OverRun","value_ParriedSafe","value_KeeperSaveInTheBox","value_TeamPlayerFormation","value_CaptainPlayerId","value_InvolvedPlayers","value_TeamFormation","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
412,177,21,30,15,3.15,59.228,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,389935,10.29,57.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,2815413019,21,178,56,212,NA,213,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","7.3",NA,"6.07","9.8","84.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.00750072,0.00878589,0.00128517,"Chelsea","Man Utd",11,"Noni Madueke","AML",TRUE,7.30638891447707,0,-12.3553598650835,"N. Madueke",412,28,"Chelsea",412
413,177.5,21,32.5,15,10.29,57.664,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,410175,20.37,44.064,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,21.5416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.00878589,0.01001304,0.00122715,"Chelsea","Man Utd",25,"Moises Caicedo","DMC",TRUE,0,12.3952672302965,-53.4550276771775,"M. Caicedo",413,28,"Chelsea",413
414,178,21,35,15,20.37,44.064,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,410175,21.42,26.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5833333333333,2815413027,21,178,56,212,NA,213,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","17.2",NA,"4.77","20.4","39.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.01001304,0.01016549,0.000152449999999998,"Chelsea","Man Utd",25,"Moises Caicedo","DMC",TRUE,1.34187238349192,0,-86.5074379942231,"M. Caicedo",414,28,"Chelsea",414
415,178.5,21,36,15,21.42,26.86,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,361330,23.1,21.896,NA,NA,NA,NA,NA,179,NA,NA,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.01016549,0.01001304,-0.000152449999999998,"Chelsea","Man Utd",24,"Reece James","DR",TRUE,0,1.09482683879995,-71.3022917807586,"R. James",415,28,"Chelsea",415
416,179,21,37,15,23.1,21.896,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,361330,39.585,2.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6166666666667,2815413149,21,178,56,212,NA,213,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","25.8",NA,"5.41","37.7","3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.01001304,0.01126267,0.00124963,"Chelsea","Man Utd",24,"Reece James","DR",TRUE,10.0144475515993,0,-50.2029740120715,"R. James",416,28,"Chelsea",416
417,179.5,21,41.5,15,39.585,2.108,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,337916,69.825,3.536,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,21.6916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.01126267,0.02122129,0.00995862,"Chelsea","Man Utd",7,"Pedro Neto","AMR",TRUE,0,26.2419759784583,2.70362558681147,"P. Neto",417,28,"Chelsea",417
418,180,21,46,15,69.825,3.536,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,337916,60.9,8.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7666666666667,2815413165,21,178,56,212,NA,213,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","10.3",NA,"2.61","58.0","12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.02122129,0.01870347,-0.00251782,"Chelsea","Man Utd",7,"Pedro Neto","AMR",TRUE,-4.27295140541403,0,149.601272285834,"P. Neto",418,28,"Chelsea",418
419,181,21,47,15,60.9,8.772,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,369430,50.085,18.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.7833333333333,2815413229,21,178,56,212,NA,213,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","14.8",NA,"2.39","47.7","27.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.01870347,0.01429128,-0.00441219,"Chelsea","Man Utd",8,"Enzo Fernandez","DMC",TRUE,-6.16408227894635,0,137.059992722881,"E. Fernandez",419,28,"Chelsea",419
420,182,21,50,15,49.77,20.604,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,361330,44.415,34.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8333333333333,2815413235,21,178,56,212,NA,213,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","14.6",NA,"1.95","42.3","50.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.01429128,0.01484598,0.0005547,"Chelsea","Man Utd",24,"Reece James","DR",TRUE,-3.75396377329956,0,111.492040033345,"R. James",420,28,"Chelsea",420
421,183,21,52,15,44.415,34.204,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,136464,51.87,38.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8666666666667,2815413239,21,178,56,212,NA,213,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","8.4",NA,"0.49","49.4","56.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.01484598,0.01689528,0.0020493,"Chelsea","Man Utd",4,"Tosin Adarabioyo","DC",TRUE,7.29366676442422,0,27.8806718510019,"T. Adarabioyo",421,28,"Chelsea",421
422,184,21,53,15,51.87,38.148,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,410175,44.625,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.8833333333333,2815413247,21,178,56,212,NA,213,140,141,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","8.3",NA,"3.66","42.5","50.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.01689528,0.01484598,-0.0020493,"Chelsea","Man Utd",25,"Moises Caicedo","DMC",TRUE,-7.08332331404837,0,-150.207448135177,"M. Caicedo",422,28,"Chelsea",422
423,185,21,54,15,42.945,34.476,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,136464,44.73,47.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,2815413305,21,178,56,212,NA,213,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","13.2",NA,"1.44","42.6","70.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.01262646,0.01429128,0.00166482,"Chelsea","Man Utd",4,"Tosin Adarabioyo","DC",TRUE,0.271447859488731,0,82.2547064980955,"T. Adarabioyo",423,28,"Chelsea",423
424,185.5,21,56,15,44.73,47.6,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,421351,48.09,51.068,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,21.9333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.01429128,0.0138454,-0.000445879999999999,"Chelsea","Man Utd",6,"Levi Colwill","DC",TRUE,0,2.37102992417752,45.9061845668111,"L. Colwill",424,28,"Chelsea",424
425,186,21,58,15,48.09,51.068,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 124, 127, 205, 36, 38, 217, 218)",TRUE,421351,82.215,50.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9666666666667,2815413339,21,178,56,212,1,213,140,141,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","34.1",NA,"6.28","78.3","74.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.0138454,0.02953272,0.01568732,"Chelsea","Man Utd",6,"Levi Colwill","DC",TRUE,31.067377569687,0,-0.342511349135528,"L. Colwill",425,28,"Chelsea",425
426,187,22,0,15,82.215,50.864,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,523597,82.215,50.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2815413343,22,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,NA,NA,NA,"Chelsea","Man Utd",32,"Tyrique George","FW",TRUE,0,0,0,"T. George",426,28,"Chelsea",426
427,221,22,3,32,3.78,19.652,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,99487,2.73,29.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.05,2815413405,22,178,56,212,NA,213,140,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","9.4",NA,"1.68","2.6","42.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 08:05:00",39849,"Stamford Bridge","Chris Kavanagh","1 : 0",15,32,0.0088799,0.00941056,0.000530660000000001,"Man Utd","Chelsea",5,"Harry Maguire","DC",TRUE,-0.158539406324721,0,96.3844169546305,"H. Maguire",427,29,"Man Utd",427
