"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Angle","type_value_PassEndY","type_value_StandingSave","type_value_PassEndX","type_value_Length","type_value_Zone","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_MissRight","type_value_MissLeft","type_value_Cross","type_value_Chipped","type_value_RightFoot","type_value_CornerTaken","type_value_Head","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_LowCentre","type_value_BlockedX","type_value_Assisted","type_value_GoalMouthY","type_value_GoalMouthZ","type_value_BlockedY","type_value_LeftFoot","type_value_FirstTouch","type_value_RegularPlay","type_value_RelatedEventId","type_value_SmallBoxLeft","type_value_Collected","type_value_DivingSave","type_value_Hands","type_value_KeeperSaveInSixYard","type_value_KeeperSaveInTheBox","type_value_KeeperThrow","type_value_OtherBodyPart","type_value_LayOff","type_value_ThrowIn","type_value_Foul","type_value_FreekickTaken","type_value_GoalDisallowed","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_Throughball","type_value_Blocked","type_value_BoxRight","type_value_LowLeft","type_value_OutfielderBlock","type_value_BoxCentre","type_value_FromCorner","type_value_HighCentre","type_value_LowRight","type_value_Volley","type_value_ParriedDanger","type_value_GoalKick","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_BigChanceCreated","type_value_BigChance","type_value_ParriedSafe","type_value_Feet","type_value_OutOfBoxLeft","type_value_IndividualPlay","type_value_MissHigh","type_value_FastBreak","type_value_SetPiece","type_value_HighRight","type_value_SmallBoxRight","type_value_OutOfBoxCentre","type_value_Yellow","type_value_SixYardBlock","type_value_SavedOffline","type_value_SmallBoxCentre","type_value_IntentionalGoalAssist","type_value_DirectFreekick","type_value_BlockedCross","type_value_KeeperSaveObox","type_value_HighClaim","type_value_HighLeft","type_value_ThrowinSetPiece","type_value_OverRun","type_value_OneOnOne","type_value_BoxLeft","value_Angle","value_PassEndY","value_StandingSave","value_PassEndX","value_Length","value_Zone","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_MissRight","value_MissLeft","value_Cross","value_Chipped","value_RightFoot","value_CornerTaken","value_Head","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_LowCentre","value_BlockedX","value_Assisted","value_GoalMouthY","value_GoalMouthZ","value_BlockedY","value_LeftFoot","value_FirstTouch","value_RegularPlay","value_RelatedEventId","value_SmallBoxLeft","value_Collected","value_DivingSave","value_Hands","value_KeeperSaveInSixYard","value_KeeperSaveInTheBox","value_KeeperThrow","value_OtherBodyPart","value_LayOff","value_ThrowIn","value_Foul","value_FreekickTaken","value_GoalDisallowed","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_Throughball","value_Blocked","value_BoxRight","value_LowLeft","value_OutfielderBlock","value_BoxCentre","value_FromCorner","value_HighCentre","value_LowRight","value_Volley","value_ParriedDanger","value_GoalKick","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_InvolvedPlayers","value_TeamFormation","value_CaptainPlayerId","value_TeamPlayerFormation","value_BigChanceCreated","value_BigChance","value_ParriedSafe","value_Feet","value_OutOfBoxLeft","value_IndividualPlay","value_MissHigh","value_FastBreak","value_SetPiece","value_HighRight","value_SmallBoxRight","value_OutOfBoxCentre","value_Yellow","value_SixYardBlock","value_SavedOffline","value_SmallBoxCentre","value_IntentionalGoalAssist","value_DirectFreekick","value_BlockedCross","value_KeeperSaveObox","value_HighClaim","value_HighLeft","value_ThrowinSetPiece","value_OverRun","value_OneOnOne","value_BoxLeft","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
123,59,4,54,162,5.88,16.728,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 215)",TRUE,374631,4.515,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,2813520757,4,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.63","0.0",NA,"4.3","17.5","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,NA,NA,NA,"Crystal Palace","Tottenham",6,"Marc Guehi","DC",TRUE,0,0,-94.664983536811,"M. Guehi",123,10,"Tottenham",123
124,58,5,5,30,91.98,68,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 35, 38, 217)",TRUE,362219,73.395,63.376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08333333333333,2813520989,5,213,141,NA,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.43","93.2",NA,"69.9","19.4","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.03485072,0.02122129,-0.01362943,"Tottenham","Crystal Palace",24,"Djed Spence","DL",TRUE,-6.74117786366298,0,-166.028334342435,"D. Spence",124,10,"Tottenham",124
125,58.5,5,7,30,73.395,63.376,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,103837,72.135,60.452,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,5.11666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.02122129,0.02122129,0,"Tottenham","Crystal Palace",33,"Ben Davies","DC",TRUE,0,0.961003028528005,-113.312009922438,"B. Davies",125,10,"Tottenham",125
126,59,5,9,30,72.135,60.452,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,103837,59.745,41.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,2813521049,5,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.15","60.3",NA,"56.9","23.1","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.02122129,0.01689528,-0.00432601,"Tottenham","Crystal Palace",33,"Ben Davies","DC",TRUE,-3.60591641241393,0,-122.500539752993,"B. Davies",126,10,"Tottenham",126
127,60,5,11,30,59.85,41.344,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,330816,64.47,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18333333333333,2813521101,5,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.88","20.0",NA,"61.4","28.1","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.01689528,0.01870347,0.00180819,"Tottenham","Crystal Palace",4,"Kevin Danso","DC",TRUE,0.368928179584024,0,-80.5457153565584,"K. Danso",127,10,"Tottenham",127
128,61,5,15,30,64.365,12.988,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,362352,58.59,30.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,2813521145,5,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.88","45.5",NA,"55.8","18.9","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.01870347,0.01689528,-0.00180819,"Tottenham","Crystal Palace",23,"Pedro Porro","DR",TRUE,-0.764651098331754,0,107.832525084793,"P. Porro",128,10,"Tottenham",128
129,62,5,17,30,56.175,31.96,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 37, 216, 218)",TRUE,330816,56.175,50.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28333333333333,2813521187,5,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.57","74.7",NA,"53.5","18.8","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.01689528,0.01611813,-0.000777149999999997,"Tottenham","Crystal Palace",4,"Kevin Danso","DC",TRUE,-2.7655904078059,0,90,"K. Danso",129,10,"Tottenham",129
130,62.5,5,18,30,56.175,50.796,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,103837,56.385,53.992,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.01685596,0.01611813,-0.000737829999999998,"Tottenham","Crystal Palace",33,"Ben Davies","DC",TRUE,0,-0.93199200114897,86.2406625500455,"B. Davies",130,10,"Tottenham",130
131,63,5,19,30,56.385,53.992,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,103837,68.775,65.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31666666666667,2813521241,5,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.73","95.7",NA,"65.5","16.6","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.01611813,0.0174506,0.00133247,"Tottenham","Crystal Palace",33,"Ben Davies","DC",TRUE,4.83711411243645,0,41.8155736511538,"B. Davies",131,10,"Tottenham",131
132,63.5,5,21,30,68.775,65.076,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,362219,69.93,57.596,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,5.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.0174506,0.02401521,0.00656461,"Tottenham","Crystal Palace",24,"Djed Spence","DL",TRUE,0,5.45897549084729,-81.2221826138629,"D. Spence",132,10,"Tottenham",132
133,64,5,23,30,69.93,57.596,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,362219,50.4,51.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38333333333333,2813521301,5,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.46","75.3",NA,"48.0","20.5","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.02401521,0.0138454,-0.01016981,"Tottenham","Crystal Palace",24,"Djed Spence","DL",TRUE,-14.9771973686435,0,-161.877176154883,"D. Spence",133,10,"Tottenham",133
134,65,5,25,30,51.765,50.796,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,103837,49.14,30.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41666666666667,2813521329,5,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.58","45.5",NA,"46.8","20.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.01429128,0.01484598,0.0005547,"Tottenham","Crystal Palace",33,"Ben Davies","DC",TRUE,-0.121972841431734,0,-97.5309373085468,"B. Davies",134,10,"Tottenham",134
135,66,5,27,30,49.14,30.94,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,330816,57.855,8.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45,2813521381,5,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.08","12.3",NA,"55.1","24.2","Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.01484598,0.01611813,0.00127215,"Tottenham","Crystal Palace",4,"Kevin Danso","DC",TRUE,2.27946498168641,0,-68.8919450807573,"K. Danso",135,10,"Tottenham",135
136,67,5,30,30,59.22,9.792,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,362352,46.725,29.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,2813521431,5,213,141,178,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.15","42.7",NA,"44.5","22.9","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 23:16:27",60254,"Tottenham Hotspur Stadium","Chris Kavanagh","0 : 2",30,162,0.01611813,0.01484598,-0.00127215,"Tottenham","Crystal Palace",23,"Pedro Porro","DR",TRUE,-6.69959753515715,0,122.995393184101,"P. Porro",136,10,"Tottenham",136
