"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_Angle","type_value_PassEndY","type_value_StandingSave","type_value_PassEndX","type_value_Zone","type_value_Longball","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_HeadPass","type_value_Head","type_value_ThrowIn","type_value_Chipped","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_RelatedEventId","type_value_BlockedY","type_value_RegularPlay","type_value_MissLeft","type_value_BoxLeft","type_value_BlockedX","type_value_GoalMouthZ","type_value_Assisted","type_value_RightFoot","type_value_LowLeft","type_value_Blocked","type_value_LeftFoot","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_OutfielderBlock","type_value_Cross","type_value_BlockedCross","type_value_Volley","type_value_ThrowinSetPiece","type_value_MissRight","type_value_FirstTouch","type_value_LowCentre","type_value_BoxCentre","type_value_LeadingToAttempt","type_value_BoxRight","type_value_GoalKick","type_value_LayOff","type_value_CornerTaken","type_value_Foul","type_value_Yellow","type_value_FreekickTaken","type_value_SixYardBlock","type_value_SetPiece","type_value_HighClaim","type_value_KeeperThrow","type_value_OtherBodyPart","type_value_FromCorner","type_value_SmallBoxRight","type_value_ParriedDanger","type_value_Feet","type_value_OverRun","type_value_DivingSave","type_value_Hands","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_MissHigh","type_value_SmallBoxLeft","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_Throughball","type_value_FastBreak","type_value_BigChance","type_value_OneOnOne","type_value_Collected","type_value_KeeperSaveObox","type_value_Penalty","type_value_KeeperMissed","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_HighRight","type_value_OutOfBoxDeepLeft","type_value_DirectFreekick","type_value_DeepBoxRight","type_value_BigChanceCreated","type_value_SmallBoxCentre","type_value_AerialFoul","type_value_GoalDisallowed","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_OutOfBoxDeepRight","value_Length","value_Angle","value_PassEndY","value_StandingSave","value_PassEndX","value_Zone","value_Longball","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_HeadPass","value_Head","value_ThrowIn","value_Chipped","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_GoalMouthY","value_RelatedEventId","value_BlockedY","value_RegularPlay","value_MissLeft","value_BoxLeft","value_BlockedX","value_GoalMouthZ","value_Assisted","value_RightFoot","value_LowLeft","value_Blocked","value_LeftFoot","value_IndividualPlay","value_OutOfBoxCentre","value_OutfielderBlock","value_Cross","value_BlockedCross","value_Volley","value_ThrowinSetPiece","value_MissRight","value_FirstTouch","value_LowCentre","value_BoxCentre","value_LeadingToAttempt","value_BoxRight","value_GoalKick","value_LayOff","value_CornerTaken","value_Foul","value_Yellow","value_FreekickTaken","value_SixYardBlock","value_SetPiece","value_HighClaim","value_KeeperThrow","value_OtherBodyPart","value_FromCorner","value_SmallBoxRight","value_ParriedDanger","value_Feet","value_OverRun","value_DivingSave","value_Hands","value_ParriedSafe","value_KeeperSaveInTheBox","value_MissHigh","value_SmallBoxLeft","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_Throughball","value_FastBreak","value_BigChance","value_OneOnOne","value_Collected","value_KeeperSaveObox","value_Penalty","value_KeeperMissed","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_HighRight","value_OutOfBoxDeepLeft","value_DirectFreekick","value_DeepBoxRight","value_BigChanceCreated","value_SmallBoxCentre","value_AerialFoul","value_GoalDisallowed","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_OutOfBoxDeepRight","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
514,249,23,42,174,57.225,20.06,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,334653,59.43,31.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7,2811060919,23,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.2","1.37","45.7",NA,"56.6","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01685596,0.01689528,3.93199999999989e-05,"Nottingham Forest","Crystal Palace",16,"Nicolas Dominguez","AMR",TRUE,4.10348739092333,0,78.6810658324932,"N. Dominguez",514,27,"Nottingham Forest",514
515,249.5,23,43.5,174,59.43,31.076,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,332867,64.785,32.368,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,23.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01689528,0.0199707,0.00307542,"Nottingham Forest","Crystal Palace",10,"Morgan Gibbs-White","AMC",TRUE,0,5.41561171701585,13.5645074399552,"M. Gibbs-White",515,27,"Nottingham Forest",515
516,250,23,45,174,64.785,32.368,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,332867,71.19,30.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.75,2811060927,23,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.7","5.97","44.5",NA,"67.8","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.0199707,0.02385149,0.00388079,"Nottingham Forest","Crystal Palace",10,"Morgan Gibbs-White","AMC",TRUE,6.23187417496391,0,-18.2172995326074,"M. Gibbs-White",516,27,"Nottingham Forest",516
517,251,23,46,174,71.19,30.26,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,328075,80.64,38.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7666666666667,2811060953,23,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.8","0.74","57.2",NA,"76.8","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.02385149,0.03511326,0.01126177,"Nottingham Forest","Crystal Palace",6,"Ibrahim Sangare","DMC",TRUE,9.16908600752305,0,42.4230171669498,"I. Sangare",517,27,"Nottingham Forest",517
518,252,23,49,174,83.16,38.964,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 204)",TRUE,332867,83.16,38.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8166666666667,2811060957,23,NA,NA,NA,178,NA,56,NA,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Nottingham Forest","Crystal Palace",10,"Morgan Gibbs-White","AMC",TRUE,0,0,0,"M. Gibbs-White",518,27,"Nottingham Forest",518
519,226,23,52,162,7.14,19.856,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 128, 36, 38, 216, 218)",TRUE,401130,44.415,9.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8666666666667,2811061007,23,212,213,141,178,140,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.7","6.01","14.1",NA,"42.3","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Crystal Palace","Nottingham Forest",5,"Maxence Lacroix","DC",TRUE,33.5584958089757,0,-15.4010778418762,"M. Lacroix",519,27,"Nottingham Forest",519
520,253,23,54,174,64.05,49.572,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 139, 205, 36, 37, 217, 218)",TRUE,402596,75.915,65.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,2811061033,23,212,213,141,178,140,56,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.7","0.92","96.0",NA,"72.3","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01935132,0.02122129,0.00186997,"Nottingham Forest","Crystal Palace",8,"Elliot Anderson","DMC",TRUE,1.09812945539962,0,52.9345126568573,"E. Anderson",520,27,"Nottingham Forest",520
521,253.5,23,55.5,174,75.915,65.28,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,386969,71.085,64.26,NA,NA,NA,NA,NA,255,NA,NA,NA,NA,23.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.02122129,0.02122129,0,"Nottingham Forest","Crystal Palace",7,"Neco Williams","DL",TRUE,0,-2.73940539251972,-168.075476062388,"N. Williams",521,27,"Nottingham Forest",521
522,255,23,57,174,71.085,64.26,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,386969,73.185,57.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.95,2811061055,23,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.1","5.01","84.5",NA,"69.7","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.02122129,0.02401521,0.00279392,"Nottingham Forest","Crystal Palace",7,"Neco Williams","DL",TRUE,5.92281236629033,0,-72.8380811971348,"N. Williams",522,27,"Nottingham Forest",522
523,256,23,58,174,73.185,57.46,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,328075,67.095,64.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9666666666667,2811061059,23,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.4","2.27","95.1",NA,"63.9","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.02401521,0.0174506,-0.00656461,"Nottingham Forest","Crystal Palace",6,"Ibrahim Sangare","DMC",TRUE,-9.22841652027206,0,130.194285171712,"I. Sangare",523,27,"Nottingham Forest",523
524,257,24,1,174,69.3,62.968,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,402596,76.02,46.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0166666666667,2811061093,24,212,213,141,178,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.0","5.10","68.1",NA,"72.4","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.0174506,0.0241224,0.0066718,"Nottingham Forest","Crystal Palace",8,"Elliot Anderson","DMC",TRUE,14.4889365622618,0,-68.0327565931871,"E. Anderson",524,27,"Nottingham Forest",524
525,258,24,3,174,76.02,46.308,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 38, 217, 218)",TRUE,332867,79.59,45.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.05,2811061099,24,212,213,141,178,140,56,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.8","5.97","66.4",NA,"75.8","Center",NA,"227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Nottingham Forest","Crystal Palace",10,"Morgan Gibbs-White","AMC",TRUE,3.73584181429266,0,-17.9424470891586,"M. Gibbs-White",525,27,"Nottingham Forest",525
526,227,24,3,162,26.985,28.288,"FirstHalf","BlockedPass","Successful",NA,NA,NA,"c(91, 60)",TRUE,344166,26.985,28.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.05,2811061105,24,NA,NA,NA,178,NA,56,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,"258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,NA,NA,NA,"Crystal Palace","Nottingham Forest",18,"Daichi Kamada","MC",TRUE,0,0,0,"D. Kamada",526,27,"Nottingham Forest",526
527,227.5,24,5.5,162,26.985,28.288,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,328096,56.49,38.216,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,24.0916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-06 06:21:41",25096,"Selhurst Park","Andy Madley","1 : 1",162,174,0.01132376,0.01689528,0.00557152,"Crystal Palace","Nottingham Forest",14,"Jean-Philippe Mateta","FW",TRUE,0,29.5309659257009,18.5973319246591,"J. Mateta",527,27,"Nottingham Forest",527
