"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_PassEndY","type_value_StandingSave","type_value_Angle","type_value_PassEndX","type_value_Zone","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_ThrowIn","type_value_Chipped","type_value_Longball","type_value_RightFoot","type_value_Cross","type_value_OtherBodyPart","type_value_LayOff","type_value_LeftFoot","type_value_Foul","type_value_FreekickTaken","type_value_Head","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_GoalMouthZ","type_value_OutOfBoxCentre","type_value_FirstTouch","type_value_RegularPlay","type_value_IndividualPlay","type_value_MissHigh","type_value_GoalMouthY","type_value_GoalKick","type_value_HeadPass","type_value_KeeperThrow","type_value_LeadingToAttempt","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_Blocked","type_value_RelatedEventId","type_value_BoxLeft","type_value_BlockedX","type_value_Assisted","type_value_LowCentre","type_value_BlockedY","type_value_OutfielderBlock","type_value_BlockedCross","type_value_DirectFreekick","type_value_LowLeft","type_value_Hands","type_value_DivingSave","type_value_Collected","type_value_KeeperSaveObox","type_value_Throughball","type_value_LowRight","type_value_ParriedDanger","type_value_Yellow","type_value_HighClaim","type_value_BoxRight","type_value_Volley","type_value_ParriedSafe","type_value_Feet","type_value_KeeperSaveInTheBox","type_value_BoxCentre","type_value_FromCorner","type_value_BigChanceCreated","type_value_HighCentre","type_value_SmallBoxCentre","type_value_BigChance","type_value_KeeperSaveInSixYard","type_value_SixYardBlock","type_value_SmallBoxRight","type_value_HighLeft","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_FastBreak","type_value_DeepBoxRight","type_value_ThrowinSetPiece","type_value_IntentionalGoalAssist","type_value_AerialFoul","value_Length","value_PassEndY","value_StandingSave","value_Angle","value_PassEndX","value_Zone","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_ThrowIn","value_Chipped","value_Longball","value_RightFoot","value_Cross","value_OtherBodyPart","value_LayOff","value_LeftFoot","value_Foul","value_FreekickTaken","value_Head","value_MissLeft","value_MissRight","value_CornerTaken","value_GoalMouthZ","value_OutOfBoxCentre","value_FirstTouch","value_RegularPlay","value_IndividualPlay","value_MissHigh","value_GoalMouthY","value_GoalKick","value_HeadPass","value_KeeperThrow","value_LeadingToAttempt","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_Blocked","value_RelatedEventId","value_BoxLeft","value_BlockedX","value_Assisted","value_LowCentre","value_BlockedY","value_OutfielderBlock","value_BlockedCross","value_DirectFreekick","value_LowLeft","value_Hands","value_DivingSave","value_Collected","value_KeeperSaveObox","value_Throughball","value_LowRight","value_ParriedDanger","value_Yellow","value_HighClaim","value_BoxRight","value_Volley","value_ParriedSafe","value_Feet","value_KeeperSaveInTheBox","value_BoxCentre","value_FromCorner","value_BigChanceCreated","value_HighCentre","value_SmallBoxCentre","value_BigChance","value_KeeperSaveInSixYard","value_SixYardBlock","value_SmallBoxRight","value_HighLeft","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_CaptainPlayerId","value_InvolvedPlayers","value_TeamPlayerFormation","value_TeamFormation","value_FastBreak","value_DeepBoxRight","value_ThrowinSetPiece","value_IntentionalGoalAssist","value_AerialFoul","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
531,280,29,27,23,43.365,51.204,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,82277,36.645,37.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.45,2818905659,29,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.4","54.9",NA,"4.26","34.9","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01214719,0.01262646,0.00047927,"Newcastle","Everton",33,"Dan Burn","DC",TRUE,-4.44514028622884,0,-115.846896565748,"D. Burn",531,33,"Newcastle",531
532,280.5,29,29.5,23,36.645,37.332,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,379732,47.04,35.224,NA,NA,NA,NA,NA,281,NA,NA,NA,NA,29.4916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01262646,0.01484598,0.00221952,"Newcastle","Everton",4,"Sven Botman","DC",TRUE,0,10.4632390687896,-11.4635457743824,"S. Botman",532,33,"Newcastle",532
533,281,29,32,23,47.04,35.224,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,379732,49.56,7.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5333333333333,2818905721,29,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.4","11.7",NA,"4.80","47.2","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01484598,0.01248344,-0.00236254,"Newcastle","Everton",4,"Sven Botman","DC",TRUE,-3.279697863009,0,-84.7199498924618,"S. Botman",533,33,"Newcastle",533
534,281.5,29,34,23,49.56,7.956,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,82726,64.575,10.744,NA,NA,NA,NA,NA,282,NA,NA,NA,NA,29.5666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01248344,0.01870347,0.00622003,"Newcastle","Everton",5,"Fabian Schar","DC",TRUE,0,14.6154877902795,10.5189399624089,"F. Schar",534,33,"Newcastle",534
535,282,29,36,23,64.575,10.744,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 124, 128, 36, 37, 217, 218)",TRUE,82726,96.18,46.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,2818905761,29,212,141,178,213,140,56,NA,NA,NA,NA,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.9","68.8",NA,"0.85","91.6","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,NA,NA,NA,"Newcastle","Everton",5,"Fabian Schar","DC",TRUE,31.1057756709569,0,48.7511069042147,"F. Schar",535,33,"Newcastle",535
536,238,29,39,31,10.185,21.556,"FirstHalf","Claim","Successful",NA,NA,NA,"c(91, 93, 104)",TRUE,110189,10.185,21.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.65,2818905781,29,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,NA,NA,NA,"Everton","Newcastle",1,"Jordan Pickford","GK",TRUE,0,0,0,"J. Pickford",536,33,"Newcastle",536
537,238.5,29,40.5,31,10.185,21.556,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,110189,13.755,18.632,NA,NA,NA,NA,NA,239,NA,NA,NA,NA,29.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.00977745,0.00977745,0,"Everton","Newcastle",1,"Jordan Pickford","GK",TRUE,0,3.09798748315279,-39.319109182034,"J. Pickford",537,33,"Newcastle",537
538,239,29,42,31,13.755,18.632,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 38, 217, 218)",TRUE,110189,80.43,17.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7,2818905903,29,212,141,NA,213,140,56,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66.7","25.6",NA,"6.26","76.6","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,NA,NA,NA,"Everton","Newcastle",1,"Jordan Pickford","GK",TRUE,62.8825465129771,0,-1.05170090215506,"J. Pickford",538,33,"Newcastle",538
539,283,29,46,23,22.68,52.496,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,379732,30.66,44.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7666666666667,2818905941,29,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.0","66.0",NA,"5.52","29.2","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.00942382,0.01110462,0.0016808,"Newcastle","Everton",4,"Sven Botman","DC",TRUE,9.2403459023414,0,-43.6629983251172,"S. Botman",539,33,"Newcastle",539
540,283.5,29,48,23,30.66,44.88,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,82277,37.065,38.692,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01110462,0.01262646,0.00152184,"Newcastle","Everton",33,"Dan Burn","DC",TRUE,0,7.03511447767438,-44.0127885524792,"D. Burn",540,33,"Newcastle",540
541,285,29,50,23,37.065,38.692,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,82277,43.05,49.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8333333333333,2818905995,29,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.2","72.6",NA,"1.06","41.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01262646,0.01269174,6.52799999999992e-05,"Newcastle","Everton",33,"Dan Burn","DC",TRUE,4.26911546103086,0,60.7248694635798,"D. Burn",541,33,"Newcastle",541
542,286,29,51,23,43.05,49.368,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,343501,28.98,46.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85,2818906059,29,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.4","68.4",NA,"3.34","27.6","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01269174,0.01110462,-0.00158712,"Newcastle","Everton",8,"Sandro Tonali","MC",TRUE,-13.2150631992673,0,-168.525708310971,"S. Tonali",542,33,"Newcastle",542
543,286.5,29,53,23,28.98,46.512,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,379732,31.71,44.336,NA,NA,NA,NA,NA,287,NA,NA,NA,NA,29.8833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01110462,0.01110462,0,"Newcastle","Everton",4,"Sven Botman","DC",TRUE,0,3.02753545223362,-38.5572839302802,"S. Botman",543,33,"Newcastle",543
544,287,29,55,23,31.71,44.336,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,379732,41.37,39.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9166666666667,2818906155,29,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.9","57.9",NA,"5.81","39.4","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01110462,0.01262646,0.00152184,"Newcastle","Everton",4,"Sven Botman","DC",TRUE,10.1588839266525,0,-27.1973459208267,"S. Botman",544,33,"Newcastle",544
545,287.5,29,58,23,41.37,39.372,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,338780,57.225,48.008,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,29.9666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01262646,0.01685596,0.0042295,"Newcastle","Everton",39,"Bruno Guimaraes","MC",TRUE,0,14.0700743041913,28.576521023855,"B. Guimaraes",545,33,"Newcastle",545
546,288,30,1,23,57.225,48.008,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,338780,65.73,65.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0166666666667,2818906255,30,212,141,178,213,140,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.2","95.9",NA,"1.11","62.6","Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 01:11:50",52221,"St. James' Park","Tony Harrington","0 : 1",23,31,0.01685596,0.0174506,0.00059464,"Newcastle","Everton",39,"Bruno Guimaraes","MC",TRUE,-0.376662732422098,0,63.6939683625322,"B. Guimaraes",546,33,"Newcastle",546
