"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_Length","type_value_Angle","type_value_PassEndX","type_value_StandingSave","type_value_PassEndY","type_value_Longball","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_ShotAssist","type_value_KeyPass","type_value_Assisted","type_value_RegularPlay","type_value_RelatedEventId","type_value_RightFoot","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_GoalKick","type_value_Chipped","type_value_HeadPass","type_value_ThrowIn","type_value_Foul","type_value_FreekickTaken","type_value_LayOff","type_value_BoxRight","type_value_LowRight","type_value_FastBreak","type_value_BlockedY","type_value_BlockedX","type_value_LeftFoot","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_BigChance","type_value_LowCentre","type_value_SmallBoxCentre","type_value_FirstTouch","type_value_Blocked","type_value_BoxLeft","type_value_OutfielderBlock","type_value_MissRight","type_value_MissLeft","type_value_CornerTaken","type_value_Cross","type_value_HighRight","type_value_FromCorner","type_value_DivingSave","type_value_KeeperThrow","type_value_OtherBodyPart","type_value_Throughball","type_value_DirectFreekick","type_value_OverRun","type_value_BlockedCross","type_value_HighLeft","type_value_BoxCentre","type_value_LowLeft","type_value_KeeperSaveObox","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_HighClaim","type_value_HighCentre","type_value_SetPiece","type_value_Volley","type_value_ParriedSafe","type_value_SixYardBlock","type_value_MissHigh","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_ParriedDanger","type_value_LeadingToAttempt","type_value_Yellow","type_value_DeepBoxLeft","type_value_SmallBoxRight","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","value_Zone","value_Length","value_Angle","value_PassEndX","value_StandingSave","value_PassEndY","value_Longball","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_ShotAssist","value_KeyPass","value_Assisted","value_RegularPlay","value_RelatedEventId","value_RightFoot","value_IndividualPlay","value_OutOfBoxCentre","value_GoalMouthZ","value_GoalMouthY","value_GoalKick","value_Chipped","value_HeadPass","value_ThrowIn","value_Foul","value_FreekickTaken","value_LayOff","value_BoxRight","value_LowRight","value_FastBreak","value_BlockedY","value_BlockedX","value_LeftFoot","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_IntentionalAssist","value_BigChanceCreated","value_IntentionalGoalAssist","value_BigChance","value_LowCentre","value_SmallBoxCentre","value_FirstTouch","value_Blocked","value_BoxLeft","value_OutfielderBlock","value_MissRight","value_MissLeft","value_CornerTaken","value_Cross","value_HighRight","value_FromCorner","value_DivingSave","value_KeeperThrow","value_OtherBodyPart","value_Throughball","value_DirectFreekick","value_OverRun","value_BlockedCross","value_HighLeft","value_BoxCentre","value_LowLeft","value_KeeperSaveObox","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_HighClaim","value_HighCentre","value_SetPiece","value_Volley","value_ParriedSafe","value_SixYardBlock","value_MissHigh","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_ParriedDanger","value_LeadingToAttempt","value_Yellow","value_DeepBoxLeft","value_SmallBoxRight","value_InvolvedPlayers","value_TeamFormation","value_TeamPlayerFormation","value_CaptainPlayerId","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
530,245,28,18,211,28.455,58.956,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,298694,18.06,36.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,2817214417,28,56,212,213,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","24.3","4.27","17.2",NA,"54.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.0105949,0.01016549,-0.000429410000000002,"Brighton","Liverpool",30,"Pervis Estupinan","DL",TRUE,-6.48097915751437,0,-115.326997758157,"P. Estupinan",530,22,"Brighton",530
531,246,28,22,211,17.955,35.904,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,400138,20.055,24.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3666666666667,2817214455,28,56,212,213,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","12.0","4.89","19.1",NA,"35.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.01082722,0.01001304,-0.000814179999999999,"Brighton","Liverpool",1,"Bart Verbruggen","GK",TRUE,1.54261856129708,0,-79.9356756658035,"B. Verbruggen",531,22,"Brighton",531
532,247,28,24,211,20.475,22.712,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,365402,8.925,38.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4,2817214569,28,56,212,213,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","19.4","2.21","8.5",NA,"56.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.01001304,0.01082722,0.000814179999999999,"Brighton","Liverpool",29,"Jan Paul van Hecke","DC",TRUE,-10.8981135713256,0,126.445535883503,"J. P. van Hecke",532,22,"Brighton",532
533,247.5,28,28,211,8.925,38.352,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,400138,14.805,32.504,NA,NA,NA,NA,NA,248,NA,NA,NA,NA,28.4666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.00941056,0.01082722,0.00141666,"Brighton","Liverpool",1,"Bart Verbruggen","GK",TRUE,0,5.96611212723192,-44.8436681109718,"B. Verbruggen",533,22,"Brighton",533
534,248,28,32,211,14.805,32.504,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 37, 216, 218)",TRUE,400138,69.72,59.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5333333333333,2817214607,28,56,212,213,140,178,141,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","61.1","0.45","66.4",NA,"87.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,NA,NA,NA,"Brighton","Liverpool",1,"Bart Verbruggen","GK",TRUE,46.756158341342,0,26.0641607516171,"B. Verbruggen",534,22,"Brighton",534
535,234,28,35,26,34.545,6.664,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 216)",TRUE,424945,40.635,11.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5833333333333,2817214631,28,56,212,213,140,178,141,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","7.6","0.64","38.7",NA,"16.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,NA,NA,NA,"Liverpool","Brighton",84,"Conor Bradley","DR",TRUE,0,0,36.3882027268435,"C. Bradley",535,22,"Brighton",535
536,249,28,42,211,81.06,50.524,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,471784,90.09,54.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,2817214711,28,56,212,213,140,178,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","9.7","0.37","85.8",NA,"79.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.02855202,0.04066992,0.0121179,"Brighton","Liverpool",8,"Brajan Gruda","AMC",TRUE,4.09470229360542,0,21.3844968451375,"B. Gruda",536,22,"Brighton",536
537,250,28,45,211,89.25,52.36,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 123, 137, 124, 125, 40, 41, 36, 38, 217, 218)",TRUE,443004,100.065,31.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.75,2817214745,28,56,212,213,140,178,141,NA,NA,NA,NA,NA,210,11113,NA,NA,NA,20,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","23.6","5.19","95.3",NA,"46.2",NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.04066992,0.25745362,0.2167837,"Brighton","Liverpool",11,"Simon Adingra","AML",TRUE,18.6193445497971,0,-62.689209771506,"S. Adingra",537,22,"Brighton",537
538,251,28,46,211,100.38,30.6,"FirstHalf","Aerial","Successful",NA,NA,NA,"c(197, 199)",FALSE,39308,100.38,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7666666666667,2817214759,28,56,NA,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,"235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,NA,NA,NA,"Brighton","Liverpool",18,"Danny Welbeck","FW",TRUE,0,0,0,"D. Welbeck",538,22,"Brighton",538
539,235,28,46,26,4.62,37.4,"FirstHalf","Aerial","Unsuccessful",NA,NA,NA,"c(198, 200)",FALSE,301455,4.62,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7666666666667,2817214753,28,56,NA,NA,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,NA,NA,NA,"Liverpool","Brighton",21,"Kostas Tsimikas","DL",TRUE,0,0,0,"K. Tsimikas",539,22,"Brighton",539
540,252,28,46,211,98.91,31.144,"FirstHalf","MissedShots","Successful",NA,NA,NA,"c(91, 7, 90, 10, 89, 1, 3, 14)",TRUE,39308,98.91,31.144,NA,NA,5.6,29.512,TRUE,250,443004,NA,NA,NA,28.7666666666667,2817214763,28,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,29,22,55,NA,NA,NA,103,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250",NA,NA,NA,"5.6","43.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,NA,NA,NA,"Brighton","Liverpool",18,"Danny Welbeck","FW",TRUE,0,0,0,"D. Welbeck",540,22,"Brighton",540
541,844,29,9,26,2.94,40.596,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,430019,2.52,34.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.15,2817313411,29,56,212,213,140,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","6.3","4.65","2.4",NA,"50.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,0.00941056,0.00941056,0,"Liverpool","Brighton",78,"Jarell Quansah","DC",TRUE,-0.207437786293156,0,-93.7996426483202,"J. Quansah",541,22,"Brighton",541
542,237,29,12,26,2.1,36.04,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 124, 128, 36, 38, 216, 218)",TRUE,114147,48.51,8.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,2817215121,29,56,212,213,140,178,141,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","54.0","5.75","46.2",NA,"12.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,NA,NA,NA,"Liverpool","Brighton",1,"Alisson Becker","GK",TRUE,40.8853536171172,0,-30.8091875223685,"A. Becker",542,22,"Brighton",542
543,254,29,15,211,55.545,59.024,"FirstHalf","Aerial","Successful",NA,NA,NA,"c(197, 199)",FALSE,298694,55.545,59.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.25,2817215125,29,56,NA,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,"238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,NA,NA,NA,"Brighton","Liverpool",30,"Pervis Estupinan","DL",TRUE,0,0,0,"P. Estupinan",543,22,"Brighton",543
544,238,29,15,26,49.455,8.976,"FirstHalf","Aerial","Unsuccessful",NA,NA,NA,"c(198, 200)",FALSE,108226,49.455,8.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.25,2817215129,29,56,NA,NA,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-20 04:31:12",31611,"American Express Stadium","Andy Madley","3 : 2",211,26,NA,NA,NA,"Liverpool","Brighton",11,"Mohamed Salah","AMR",TRUE,0,0,0,"M. Salah",544,22,"Brighton",544
