"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_PassEndY","type_value_Angle","type_value_Zone","type_value_PassEndX","type_value_Longball","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Foul","type_value_Defensive","type_value_FreekickTaken","type_value_Chipped","type_value_Head","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_RelatedEventId","type_value_Assisted","type_value_BoxCentre","type_value_LowCentre","type_value_BlockedY","type_value_FirstTouch","type_value_RegularPlay","type_value_Blocked","type_value_GoalMouthY","type_value_BlockedX","type_value_RightFoot","type_value_GoalMouthZ","type_value_OutfielderBlock","type_value_ThrowIn","type_value_Cross","type_value_LeftFoot","type_value_BlockedCross","type_value_MissLeft","type_value_CornerTaken","type_value_Throughball","type_value_MissRight","type_value_SixYardBlock","type_value_FromCorner","type_value_SmallBoxCentre","type_value_Yellow","type_value_MissHigh","type_value_GoalKick","type_value_LastMan","type_value_OutOfBoxCentre","type_value_FastBreak","type_value_KeeperThrow","type_value_LayOff","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_OverRun","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_LowRight","type_value_HighClaim","type_value_BigChanceCreated","type_value_BigChance","type_value_HighLeft","type_value_OneOnOne","type_value_SmallBoxLeft","type_value_ParriedDanger","type_value_Feet","type_value_KeeperSaveInSixYard","type_value_KeeperSaveInTheBox","type_value_SavedOffline","type_value_IndividualPlay","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_Penalty","type_value_DivingSave","type_value_KeeperMissed","type_value_BoxLeft","type_value_LowLeft","type_value_Hands","type_value_ParriedSafe","type_value_BoxRight","type_value_Volley","type_value_DirectFreekick","type_value_KeeperSaveObox","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_HighCentre","type_value_AerialFoul","value_Length","value_PassEndY","value_Angle","value_Zone","value_PassEndX","value_Longball","value_HeadPass","value_OppositeRelatedEvent","value_Offensive","value_Foul","value_Defensive","value_FreekickTaken","value_Chipped","value_Head","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_RelatedEventId","value_Assisted","value_BoxCentre","value_LowCentre","value_BlockedY","value_FirstTouch","value_RegularPlay","value_Blocked","value_GoalMouthY","value_BlockedX","value_RightFoot","value_GoalMouthZ","value_OutfielderBlock","value_ThrowIn","value_Cross","value_LeftFoot","value_BlockedCross","value_MissLeft","value_CornerTaken","value_Throughball","value_MissRight","value_SixYardBlock","value_FromCorner","value_SmallBoxCentre","value_Yellow","value_MissHigh","value_GoalKick","value_LastMan","value_OutOfBoxCentre","value_FastBreak","value_KeeperThrow","value_LayOff","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_OverRun","value_LeadingToGoal","value_IntentionalGoalAssist","value_LowRight","value_HighClaim","value_BigChanceCreated","value_BigChance","value_HighLeft","value_OneOnOne","value_SmallBoxLeft","value_ParriedDanger","value_Feet","value_KeeperSaveInSixYard","value_KeeperSaveInTheBox","value_SavedOffline","value_IndividualPlay","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_Penalty","value_DivingSave","value_KeeperMissed","value_BoxLeft","value_LowLeft","value_Hands","value_ParriedSafe","value_BoxRight","value_Volley","value_DirectFreekick","value_KeeperSaveObox","value_CaptainPlayerId","value_TeamFormation","value_InvolvedPlayers","value_TeamPlayerFormation","value_HighCentre","value_AerialFoul","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
359,194,21,54,13,23.52,24.344,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,322036,7.77,21.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,2796023399,21,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.9","32.2","3.30","Back","7.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.01001304,0.0088799,-0.00113314,"Arsenal","Everton",4,"Ben White","DR",TRUE,-15.9303469384398,0,-171.165289337844,"B. White",359,20,"Arsenal",359
360,195,21,56,13,8.085,22.032,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 38, 216, 218)",TRUE,276366,66.885,5.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9333333333333,2796023443,21,212,141,213,56,140,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61.1","7.9","6.01","Right","63.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,NA,NA,NA,"Arsenal","Everton",22,"David Raya","GK",TRUE,49.9823544413973,0,-15.8191939475001,"D. Raya",360,20,"Arsenal",360
361,157,22,1,31,38.745,55.556,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 216)",TRUE,381045,59.43,64.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0166666666667,2796023481,22,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.6","95.1","0.41","Left","56.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,NA,NA,NA,"Everton","Arsenal",32,"Jarrad Branthwaite","DC",TRUE,0,0,23.7740886590274,"J. Branthwaite",361,20,"Arsenal",361
362,196,22,6,13,54.915,2.38,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 124, 36, 37, 217, 218)",TRUE,322036,77.7,9.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1,2796023523,22,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.8","13.7","0.30","Right","74.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,NA,NA,NA,"Arsenal","Everton",4,"Ben White","DR",TRUE,22.4264178875311,0,16.9308150858161,"B. White",362,20,"Arsenal",362
363,158,22,9,31,27.93,57.392,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,131464,27.93,57.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.15,2796023527,22,NA,NA,NA,56,NA,NA,NA,233,NA,13,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,"197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,NA,NA,NA,"Everton","Arsenal",6,"James Tarkowski","DC",TRUE,0,0,0,"J. Tarkowski",363,20,"Arsenal",363
364,197,22,9,13,77.07,10.608,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,113994,77.07,10.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.15,2796023525,22,NA,NA,NA,56,NA,NA,NA,233,286,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,"158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,NA,NA,NA,"Arsenal","Everton",19,"Leandro Trossard","FW",TRUE,0,0,0,"L. Trossard",364,20,"Arsenal",364
365,159,22,59,31,25.2,56.576,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 133, 36, 38, 217, 218)",TRUE,110189,77.07,18.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9833333333333,2796024073,22,212,141,213,56,140,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.6","26.5","5.64","Center","73.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,NA,NA,NA,"Everton","Arsenal",1,"Jordan Pickford","GK",TRUE,50.7536590074722,0,-36.6241543224866,"J. Pickford",365,21,"Everton",365
366,198,23,4,13,28.875,50.592,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 118, 120, 29, 36, 38, 215, 218)",TRUE,467918,34.125,47.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0666666666667,2796024089,23,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.1","69.7","5.74","Back","32.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,NA,NA,NA,"Arsenal","Everton",49,"Myles Lewis-Skelly","DL",TRUE,5.78232269527385,0,-31.3314625527217,"M. Lewis-Skelly",366,21,"Everton",366
367,160,23,6,31,75.495,17.612,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,416208,82.425,4.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,2796024135,23,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.4","7.3","5.21","Right","78.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.0241224,0.02756312,0.00344072,"Everton","Arsenal",42,"Tim Iroegbunam","DMC",TRUE,-3.02861401353678,0,-61.281104995265,"T. Iroegbunam",367,21,"Everton",367
368,161,23,10,31,81.795,5.644,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,424495,79.8,11.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1666666666667,2796024169,23,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.9","16.5","1.91","Right","76.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.02756312,0.02953272,0.0019696,"Everton","Arsenal",15,"Jake O'Brien","DR",TRUE,2.67050588349647,0,109.686364053597,"J. O'Brien",368,21,"Everton",368
369,162,23,11,31,78.96,11.152,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,317896,64.155,6.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1833333333333,2796024193,23,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.6","9.4","3.45","Right","61.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,0.02953272,0.0174506,-0.01208212,"Everton","Arsenal",11,"Jack Harrison","AMR",TRUE,-14.657617681535,0,-162.176726651792,"J. Harrison",369,21,"Everton",369
370,163,23,13,31,64.155,6.392,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 35, 37, 216, 218)",TRUE,131464,60.48,17.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2166666666667,2796024215,23,212,141,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.8","25.9","1.89","Center","57.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,NA,NA,NA,"Everton","Arsenal",6,"James Tarkowski","DC",TRUE,1.85980370935686,0,108.135696769578,"J. Tarkowski",370,21,"Everton",370
371,200,23,15,13,41.37,52.496,"FirstHalf","Interception","Successful",NA,NA,NA,"c(91, 101, 56)",TRUE,332325,41.37,52.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.25,2796024211,23,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,NA,NA,NA,"Arsenal","Everton",41,"Declan Rice","MC",TRUE,0,0,0,"D. Rice",371,22,"Arsenal",371
372,202,23,22,13,94.08,44.744,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,113994,94.08,44.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3666666666667,2796024303,23,NA,NA,NA,56,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,"164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,NA,NA,NA,"Arsenal","Everton",19,"Leandro Trossard","FW",TRUE,0,0,0,"L. Trossard",372,22,"Arsenal",372
373,164,23,22,31,10.92,23.256,"FirstHalf","Tackle","Successful",NA,NA,NA,"c(91, 141, 143)",TRUE,381045,10.92,23.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3666666666667,2796024321,23,NA,NA,NA,56,NA,NA,NA,233,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,"202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 20:46:25",39316,"Goodison Park","Darren England","1 : 1",31,13,NA,NA,NA,"Everton","Arsenal",32,"Jarrad Branthwaite","DC",TRUE,0,0,0,"J. Branthwaite",373,22,"Arsenal",373
