"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_StandingSave","type_value_Length","type_value_PassEndY","type_value_PassEndX","type_value_Zone","type_value_Angle","type_value_Longball","type_value_Offensive","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_HeadPass","type_value_OtherBodyPart","type_value_ThrowIn","type_value_Head","type_value_FreekickTaken","type_value_LayOff","type_value_RightFoot","type_value_Cross","type_value_MissRight","type_value_MissLeft","type_value_CornerTaken","type_value_Chipped","type_value_Foul","type_value_LeftFoot","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_FirstTouch","type_value_BoxCentre","type_value_Assisted","type_value_RelatedEventId","type_value_RegularPlay","type_value_GoalMouthZ","type_value_BlockedY","type_value_GoalMouthY","type_value_BlockedX","type_value_HighRight","type_value_GoalKick","type_value_Throughball","type_value_BigChanceCreated","type_value_BoxLeft","type_value_BigChance","type_value_MissHigh","type_value_KeeperThrow","type_value_IndividualPlay","type_value_FromCorner","type_value_OutOfBoxCentre","type_value_Volley","type_value_SmallBoxRight","type_value_LowRight","type_value_ParriedSafe","type_value_DivingSave","type_value_Hands","type_value_KeeperSaveInSixYard","type_value_KeeperSaveInTheBox","type_value_Yellow","type_value_LowCentre","type_value_Blocked","type_value_SetPiece","type_value_OutfielderBlock","type_value_HighLeft","type_value_BlockedCross","type_value_LastMan","type_value_GoalDisallowed","type_value_PlayerCaughtOffside","type_value_KeeperSaveObox","type_value_IndirectFreekickTaken","type_value_ParriedDanger","type_value_ThrowinSetPiece","type_value_HighClaim","type_value_OverRun","type_value_LowLeft","type_value_SmallBoxLeft","type_value_SixYardBlock","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_SmallBoxCentre","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_IntentionalGoalAssist","type_value_DeepBoxRight","type_value_BoxRight","type_value_LeadingToGoal","type_value_AerialFoul","type_value_DirectFreekick","type_value_Collected","value_StandingSave","value_Length","value_PassEndY","value_PassEndX","value_Zone","value_Angle","value_Longball","value_Offensive","value_OppositeRelatedEvent","value_Defensive","value_HeadPass","value_OtherBodyPart","value_ThrowIn","value_Head","value_FreekickTaken","value_LayOff","value_RightFoot","value_Cross","value_MissRight","value_MissLeft","value_CornerTaken","value_Chipped","value_Foul","value_LeftFoot","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_FirstTouch","value_BoxCentre","value_Assisted","value_RelatedEventId","value_RegularPlay","value_GoalMouthZ","value_BlockedY","value_GoalMouthY","value_BlockedX","value_HighRight","value_GoalKick","value_Throughball","value_BigChanceCreated","value_BoxLeft","value_BigChance","value_MissHigh","value_KeeperThrow","value_IndividualPlay","value_FromCorner","value_OutOfBoxCentre","value_Volley","value_SmallBoxRight","value_LowRight","value_ParriedSafe","value_DivingSave","value_Hands","value_KeeperSaveInSixYard","value_KeeperSaveInTheBox","value_Yellow","value_LowCentre","value_Blocked","value_SetPiece","value_OutfielderBlock","value_HighLeft","value_BlockedCross","value_LastMan","value_GoalDisallowed","value_PlayerCaughtOffside","value_KeeperSaveObox","value_IndirectFreekickTaken","value_ParriedDanger","value_ThrowinSetPiece","value_HighClaim","value_OverRun","value_LowLeft","value_SmallBoxLeft","value_SixYardBlock","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_SmallBoxCentre","value_TeamFormation","value_InvolvedPlayers","value_TeamPlayerFormation","value_CaptainPlayerId","value_IntentionalGoalAssist","value_DeepBoxRight","value_BoxRight","value_LeadingToGoal","value_AerialFoul","value_DirectFreekick","value_Collected","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
501,277,23,43,183,30.345,57.8,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,357073,23.73,50.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7166666666667,2818899153,23,178,212,141,140,56,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.0","73.9","22.6","Back","3.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,0.0105949,0.01001304,-0.00058186,"Bournemouth","Leicester",24,"Antoine Semenyo","AML",TRUE,-4.52213748097235,0,-131.231036137643,"A. Semenyo",501,21,"Bournemouth",501
502,278,23,46,183,25.62,51.068,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,328330,29.19,59.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.7666666666667,2818899285,23,178,212,141,140,56,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.8","86.9","27.8","Back","1.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,0.00942382,0.0105949,0.00117108,"Bournemouth","Leicester",5,"Marcos Senesi","DC",TRUE,1.3395714450053,0,66.0149891006726,"M. Senesi",502,21,"Bournemouth",502
503,278.5,23,48,183,29.19,59.092,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,357073,29.295,55.148,NA,NA,NA,NA,NA,279,NA,NA,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,0.0105949,0.0105949,0,"Bournemouth","Leicester",24,"Antoine Semenyo","AML",TRUE,0,1.25130730513548,-88.4749908414707,"A. Semenyo",503,21,"Bournemouth",503
504,279,23,50,183,29.295,55.148,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,357073,25.515,47.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8333333333333,2818899319,23,178,212,141,140,56,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1","70.5","24.3","Back","4.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,0.0105949,0.01001304,-0.00058186,"Bournemouth","Leicester",24,"Antoine Semenyo","AML",TRUE,-2.09479479024327,0,-117.673294700118,"A. Semenyo",504,21,"Bournemouth",504
505,279.5,23,51.5,183,25.515,47.94,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,328330,28.455,44.676,NA,NA,NA,NA,NA,280,NA,NA,NA,NA,23.8583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,0.01001304,0.01110462,0.00109158,"Bournemouth","Leicester",5,"Marcos Senesi","DC",TRUE,0,3.4122102698356,-47.9895201838327,"M. Senesi",505,21,"Bournemouth",505
506,280,23,53,183,28.455,44.676,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 127, 36, 38, 216, 218)",TRUE,328330,38.325,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8833333333333,2818899401,23,178,212,141,140,56,213,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.5","12.5","36.5","Back","4.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,0.01110462,0.01214719,0.00104257,"Bournemouth","Leicester",5,"Marcos Senesi","DC",TRUE,5.90101194637042,0,-74.7392528435552,"M. Senesi",506,21,"Bournemouth",506
507,280.5,23,54.5,183,38.325,8.5,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,399826,42.945,7.956,NA,NA,NA,NA,NA,281,NA,NA,NA,NA,23.9083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,0.01126267,0.01126267,0,"Bournemouth","Leicester",27,"Illia Zabarnyi","DC",TRUE,0,4.08622705614063,-6.71559315269292,"I. Zabarnyi",507,21,"Bournemouth",507
508,281,23,56,183,42.945,7.956,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 216, 218)",TRUE,399826,53.655,12.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9333333333333,2818899423,23,178,212,141,140,56,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.7","18.5","51.1","Right","0.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,NA,NA,NA,"Bournemouth","Leicester",27,"Illia Zabarnyi","DC",TRUE,11.6648332593886,0,23.3520805623119,"I. Zabarnyi",508,21,"Bournemouth",508
509,184,23,57,14,52.185,51.544,"FirstHalf","Interception","Successful",NA,NA,NA,"c(91, 101, 56)",TRUE,345664,52.185,51.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.95,2818899453,23,178,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,NA,NA,NA,"Leicester","Bournemouth",24,"Boubakary Soumare","DMC",TRUE,0,0,0,"B. Soumare",509,21,"Bournemouth",509
510,186,24,0,14,58.38,64.328,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,67491,58.38,64.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2818899515,24,178,NA,NA,NA,56,NA,NA,286,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,NA,NA,NA,"Leicester","Bournemouth",18,"Jordan Ayew","AMC",TRUE,0,0,0,"J. Ayew",510,21,"Bournemouth",510
511,282,24,0,183,46.62,3.672,"FirstHalf","Tackle","Successful",NA,NA,NA,"c(91, 143)",TRUE,69877,46.62,3.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2818899495,24,178,NA,NA,NA,56,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,"186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,NA,NA,NA,"Bournemouth","Leicester",15,"Adam Smith","DR",TRUE,0,0,0,"A. Smith",511,21,"Bournemouth",511
512,282.5,24,3.5,183,46.62,3.672,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,384430,72.345,34.204,NA,NA,NA,NA,NA,284,NA,NA,NA,NA,24.0583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,0.01248344,0.02385149,0.01136805,"Bournemouth","Leicester",9,"Evanilson","FW",TRUE,0,33.1319906936636,49.8838976689734,"Evanilson",512,21,"Bournemouth",512
513,284,24,7,183,72.345,34.204,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,384430,76.335,56.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1166666666667,2818899647,24,178,212,141,140,56,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.1","83.8","72.7","Left","1.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,0.02385149,0.02401521,0.000163719999999999,"Bournemouth","Leicester",9,"Evanilson","FW",TRUE,-4.08598063223855,0,80.065213174178,"Evanilson",513,21,"Bournemouth",513
514,284.5,24,9,183,76.335,56.984,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,357073,79.17,55.012,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,24.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,0.02401521,0.02953272,0.00551751,"Bournemouth","Leicester",24,"Antoine Semenyo","AML",TRUE,0,3.44457526181186,-34.8221205105753,"A. Semenyo",514,21,"Bournemouth",514
515,285,24,11,183,79.17,55.012,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 38, 217, 218)",TRUE,357073,75.705,43.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1833333333333,2818899707,24,178,212,141,140,56,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.8","64.3","72.1","Center","4.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 00:21:34",11238,"Vitality Stadium","Lewis Smith","2 : 0",183,14,0.02953272,0.0241224,-0.00541032,"Bournemouth","Leicester",24,"Antoine Semenyo","AML",TRUE,2.43034205123578,0,-107.064556523156,"A. Semenyo",515,21,"Bournemouth",515
