"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_Length","type_value_Angle","type_value_Zone","type_value_PassEndX","type_value_StandingSave","type_value_Longball","type_value_Head","type_value_HeadPass","type_value_Chipped","type_value_ThrowIn","type_value_Cross","type_value_RightFoot","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_BlockedCross","type_value_HighClaim","type_value_KeeperThrow","type_value_Defensive","type_value_LeftFoot","type_value_OtherBodyPart","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_FirstTouch","type_value_Assisted","type_value_RelatedEventId","type_value_RegularPlay","type_value_GoalMouthZ","type_value_LowCentre","type_value_BoxCentre","type_value_BlockedY","type_value_BlockedX","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_LayOff","type_value_LeadingToAttempt","type_value_MissHigh","type_value_BoxLeft","type_value_GoalKick","type_value_HighRight","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_MissLeft","type_value_CornerTaken","type_value_Foul","type_value_FreekickTaken","type_value_FastBreak","type_value_BigChanceCreated","type_value_BigChance","type_value_Feet","type_value_ParriedDanger","type_value_DivingSave","type_value_Volley","type_value_LowRight","type_value_ParriedSafe","type_value_MissRight","type_value_Yellow","type_value_Blocked","type_value_OutfielderBlock","type_value_LowLeft","type_value_SetPiece","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_Throughball","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_OverRun","type_value_FromCorner","type_value_IntentionalGoalAssist","type_value_SmallBoxCentre","type_value_LastMan","type_value_DirectFreekick","type_value_OutOfBoxDeepRight","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_HighLeft","type_value_KeeperSaveObox","value_PassEndY","value_Length","value_Angle","value_Zone","value_PassEndX","value_StandingSave","value_Longball","value_Head","value_HeadPass","value_Chipped","value_ThrowIn","value_Cross","value_RightFoot","value_OppositeRelatedEvent","value_Offensive","value_BlockedCross","value_HighClaim","value_KeeperThrow","value_Defensive","value_LeftFoot","value_OtherBodyPart","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_GoalMouthY","value_FirstTouch","value_Assisted","value_RelatedEventId","value_RegularPlay","value_GoalMouthZ","value_LowCentre","value_BoxCentre","value_BlockedY","value_BlockedX","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_LayOff","value_LeadingToAttempt","value_MissHigh","value_BoxLeft","value_GoalKick","value_HighRight","value_IndividualPlay","value_OutOfBoxCentre","value_MissLeft","value_CornerTaken","value_Foul","value_FreekickTaken","value_FastBreak","value_BigChanceCreated","value_BigChance","value_Feet","value_ParriedDanger","value_DivingSave","value_Volley","value_LowRight","value_ParriedSafe","value_MissRight","value_Yellow","value_Blocked","value_OutfielderBlock","value_LowLeft","value_SetPiece","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_Throughball","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_OverRun","value_FromCorner","value_IntentionalGoalAssist","value_SmallBoxCentre","value_LastMan","value_DirectFreekick","value_OutOfBoxDeepRight","value_TeamFormation","value_TeamPlayerFormation","value_InvolvedPlayers","value_CaptainPlayerId","value_HighLeft","value_KeeperSaveObox","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
189,92,9,34,24,47.985,22.44,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,322043,44.52,32.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.56666666666667,2815364317,9,141,212,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.3","10.3","1.91","Back","42.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,0.01429128,0.01484598,0.0005547,"Aston Villa","Tottenham",2,"Matty Cash","DR",TRUE,-2.33274798896657,0,109.612754765744,"M. Cash",189,16,"Aston Villa",189
190,92.5,9,35,24,44.52,32.164,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,301440,48.405,33.116,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,9.58333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,0.01484598,0.01484598,0,"Aston Villa","Tottenham",4,"Ezri Konsa","DC",TRUE,0,3.90595792925654,13.7687354054945,"E. Konsa",190,16,"Aston Villa",190
191,93,9,36,24,48.405,33.116,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,301440,62.58,51.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,2815364379,9,141,212,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75.4","23.0","0.91","Center","59.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,0.01484598,0.01870347,0.00385749,"Aston Villa","Tottenham",4,"Ezri Konsa","DC",TRUE,10.8003927929519,0,52.0196440164302,"E. Konsa",191,16,"Aston Villa",191
192,93.5,9,38,24,62.58,51.272,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,344259,66.255,52.36,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,9.63333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,0.01870347,0.01870347,0,"Aston Villa","Tottenham",14,"Pau Torres","DC",TRUE,0,2.92652237925167,16.4916206106402,"P. Torres",192,16,"Aston Villa",192
193,94,9,40,24,66.255,52.36,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,344259,76.125,55.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66666666666667,2815364409,9,141,212,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81.5","10.3","0.30","Left","72.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,0.01870347,0.02401521,0.00531174,"Aston Villa","Tottenham",14,"Pau Torres","DC",TRUE,6.92249155423993,0,17.2250250042727,"P. Torres",193,16,"Aston Villa",193
194,94.5,9,43.5,24,76.125,55.42,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,318449,87.99,56.576,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,9.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,0.02401521,0.04066992,0.01665471,"Aston Villa","Tottenham",7,"John McGinn","AML",TRUE,0,7.68562790888799,5.5647308685039,"J. McGinn",194,16,"Aston Villa",194
195,95,9,47,24,87.99,56.576,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 123, 205, 40, 46, 35, 38, 217, 218)",TRUE,318449,83.895,55.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78333333333333,2815364469,9,141,212,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,11113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82.1","4.2","3.32","Left","79.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,0.04066992,0.02953272,-0.0111372,"Aston Villa","Tottenham",7,"John McGinn","AML",TRUE,-2.09565093143535,0,-169.648372432038,"J. McGinn",195,16,"Aston Villa",195
196,95.5,9,48,24,83.895,55.828,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,384134,81.795,47.192,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,0.02953272,0.02855202,-0.000980699999999998,"Aston Villa","Tottenham",22,"Ian Maatsen","DL",TRUE,0,3.66980752392947,-103.667243985963,"I. Maatsen",196,16,"Aston Villa",196
197,96,9,49,24,81.795,47.192,"FirstHalf","MissedShots","Successful",NA,NA,NA,"c(91, 7, 10, 2, 3, 12)",TRUE,384134,81.795,47.192,NA,NA,88.9,28.22,TRUE,95,318449,NA,NA,NA,9.81666666666667,2815364513,9,NA,NA,NA,56,NA,178,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,29,55,22,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,215,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.5",NA,NA,"95",NA,"88.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,NA,NA,NA,"Aston Villa","Tottenham",22,"Ian Maatsen","DL",TRUE,0,0,0,"I. Maatsen",197,16,"Aston Villa",197
198,626,10,13,30,3.99,40.392,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 38, 215, 218)",TRUE,103837,3.99,33.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2166666666667,2815531721,10,141,212,213,56,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49.3","6.9","4.71","Back","3.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,0.00941056,0.00941056,0,"Tottenham","Aston Villa",33,"Ben Davies","DC",TRUE,0.200922025803976,0,-90,"B. Davies",198,16,"Aston Villa",198
199,626.5,10,15.5,30,3.99,33.524,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,457006,10.5,35.768,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,10.2583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,0.00941056,0.01082722,0.00141666,"Tottenham","Aston Villa",31,"Antonin Kinsky","GK",TRUE,0,6.49458424176936,19.0190960782712,"A. Kinsky",199,16,"Aston Villa",199
200,71,10,18,30,10.5,35.768,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 37, 216, 218)",TRUE,457006,65.415,38.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,2815364959,10,141,212,213,56,140,178,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56.0","55.0","0.04","Center","62.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,NA,NA,NA,"Tottenham","Aston Villa",31,"Antonin Kinsky","GK",TRUE,54.7218313121966,0,2.41081048184708,"A. Kinsky",200,16,"Aston Villa",200
201,98,10,21,24,35.28,28.9,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 216)",TRUE,322043,42.105,43.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.35,2815364969,10,141,212,213,56,140,178,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63.9","16.1","1.13","Back","40.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,NA,NA,NA,"Aston Villa","Tottenham",2,"Matty Cash","DR",TRUE,0,0,64.8730612029632,"M. Cash",201,16,"Aston Villa",201
202,99,10,23,24,42.105,43.452,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,344259,42.105,43.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3833333333333,2815364981,10,NA,NA,NA,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,NA,NA,NA,"Aston Villa","Tottenham",14,"Pau Torres","DC",TRUE,0,0,0,"P. Torres",202,16,"Aston Villa",202
203,72,10,24,30,58.695,17.272,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 216, 218)",TRUE,526481,47.04,9.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,2815365029,10,141,212,213,56,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.0","14.0","3.73","Back","44.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,0.01685596,0.0138454,-0.00301056,"Tottenham","Aston Villa",47,"Mikey Moore","AMR",TRUE,-13.6837391531708,0,-146.371236857167,"M. Moore",203,16,"Aston Villa",203
204,73,10,26,30,56.91,7.208,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,362219,56.91,7.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4333333333333,2815365035,10,NA,NA,NA,56,NA,178,NA,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-17 07:33:50",42239,"Villa Park","Peter Bankes","2 : 0",24,30,NA,NA,NA,"Tottenham","Aston Villa",24,"Djed Spence","DR",TRUE,0,0,0,"D. Spence",204,16,"Aston Villa",204
