"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndY","type_value_PassEndX","type_value_Zone","type_value_StandingSave","type_value_Length","type_value_Angle","type_value_Longball","type_value_ThrowIn","type_value_Chipped","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_Foul","type_value_FreekickTaken","type_value_AerialFoul","type_value_LeftFoot","type_value_Cross","type_value_ShotAssist","type_value_IntentionalAssist","type_value_BigChanceCreated","type_value_KeyPass","type_value_SetPiece","type_value_RelatedEventId","type_value_BoxCentre","type_value_BigChance","type_value_GoalMouthZ","type_value_FirstTouch","type_value_GoalMouthY","type_value_Assisted","type_value_GoalKick","type_value_BlockedCross","type_value_KeeperThrow","type_value_RightFoot","type_value_LowCentre","type_value_BlockedX","type_value_BlockedY","type_value_RegularPlay","type_value_Feet","type_value_ParriedSafe","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_OtherBodyPart","type_value_MissHigh","type_value_HeadPass","type_value_LayOff","type_value_LeadingToAttempt","type_value_Blocked","type_value_OutfielderBlock","type_value_MissRight","type_value_IndividualPlay","type_value_ThrowinSetPiece","type_value_IntentionalGoalAssist","type_value_SmallBoxCentre","type_value_LowLeft","type_value_Throughball","type_value_OutOfBoxCentre","type_value_FastBreak","type_value_Hands","type_value_MissLeft","type_value_CornerTaken","type_value_HighClaim","type_value_BoxRight","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_Yellow","type_value_VoidYellowCard","type_value_LowRight","type_value_LastMan","type_value_FromCorner","type_value_SavedOffline","type_value_OverRun","type_value_HighLeft","type_value_KeeperSaveObox","type_value_Collected","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_HighRight","type_value_ParriedDanger","type_value_SecondYellow","type_value_DirectFreekick","type_value_BoxLeft","type_value_Volley","value_PassEndY","value_PassEndX","value_Zone","value_StandingSave","value_Length","value_Angle","value_Longball","value_ThrowIn","value_Chipped","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_Foul","value_FreekickTaken","value_AerialFoul","value_LeftFoot","value_Cross","value_ShotAssist","value_IntentionalAssist","value_BigChanceCreated","value_KeyPass","value_SetPiece","value_RelatedEventId","value_BoxCentre","value_BigChance","value_GoalMouthZ","value_FirstTouch","value_GoalMouthY","value_Assisted","value_GoalKick","value_BlockedCross","value_KeeperThrow","value_RightFoot","value_LowCentre","value_BlockedX","value_BlockedY","value_RegularPlay","value_Feet","value_ParriedSafe","value_DivingSave","value_KeeperSaveInTheBox","value_OtherBodyPart","value_MissHigh","value_HeadPass","value_LayOff","value_LeadingToAttempt","value_Blocked","value_OutfielderBlock","value_MissRight","value_IndividualPlay","value_ThrowinSetPiece","value_IntentionalGoalAssist","value_SmallBoxCentre","value_LowLeft","value_Throughball","value_OutOfBoxCentre","value_FastBreak","value_Hands","value_MissLeft","value_CornerTaken","value_HighClaim","value_BoxRight","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_Yellow","value_VoidYellowCard","value_LowRight","value_LastMan","value_FromCorner","value_SavedOffline","value_OverRun","value_HighLeft","value_KeeperSaveObox","value_Collected","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_TeamPlayerFormation","value_TeamFormation","value_InvolvedPlayers","value_CaptainPlayerId","value_HighRight","value_ParriedDanger","value_SecondYellow","value_DirectFreekick","value_BoxLeft","value_Volley","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
123,66,7,24,26,89.985,46.036,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,355354,83.16,50.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,2813638155,7,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73.8","79.2","Center",NA,"8.0","2.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.05491138,0.02953272,-0.02537866,"Liverpool","Arsenal",17,"Curtis Jones","DMC",TRUE,-7.93926835002796,0,148.710206454314,"C. Jones",123,10,"Liverpool",123
124,67,7,26,26,82.74,50.728,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 137, 124, 126, 36, 38, 217, 218)",TRUE,352825,85.05,47.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.43333333333333,2813638165,7,141,140,56,178,212,213,NA,NA,155,NA,233,286,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69.3","81.0","Center",NA,"4.3","5.28",NA,NA,NA,NA,"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Liverpool","Arsenal",18,"Cody Gakpo","AML",TRUE,3.96507474432628,0,-57.3419765393402,"C. Gakpo",124,10,"Liverpool",124
125,59,7,26,13,18.06,19.652,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 59)",TRUE,238916,18.06,19.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.43333333333333,2813638167,7,NA,NA,56,178,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Arsenal","Liverpool",23,"Mikel Merino","MC",TRUE,0,0,0,"M. Merino",125,10,"Liverpool",125
126,706,7,26,26,83.685,49.164,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,352825,83.685,49.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.43333333333333,2813761739,7,NA,NA,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Liverpool","Arsenal",18,"Cody Gakpo","AML",TRUE,0,0,0,"C. Gakpo",126,10,"Liverpool",126
127,68,7,31,26,70.875,55.488,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,363884,57.96,46.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.51666666666667,2813638251,7,141,140,56,178,212,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67.7","55.2","Center",NA,"16.0","3.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.02401521,0.01685596,-0.00715925,"Liverpool","Arsenal",38,"Ryan Gravenberch","DMC",TRUE,-8.228613037628,0,-143.801014317405,"R. Gravenberch",127,10,"Liverpool",127
128,69,7,34,26,57.855,44.812,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 124, 127, 205, 36, 37, 217, 218)",TRUE,95408,99.54,46.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56666666666667,2813638297,7,141,140,56,178,212,213,1,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68.0","94.8","Center",NA,"41.7","0.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.01685596,0.06442595,0.04756999,"Liverpool","Arsenal",4,"Virgil van Dijk","DC",TRUE,34.9663169372126,0,1.96201007631258,"V. v. Dijk",128,10,"Liverpool",128
129,70,7,36,26,99.54,46.24,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,369875,99.54,46.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,2813638305,7,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Liverpool","Arsenal",8,"Dominik Szoboszlai","AMC",TRUE,0,0,0,"D. Szoboszlai",129,10,"Liverpool",129
130,61,8,0,13,4.2,30.328,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 124, 127, 36, 38, 216, 218)",TRUE,276366,53.235,4.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2813638709,8,141,140,56,NA,212,213,1,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.2","50.7","Right",NA,"55.6","5.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.00941056,0.01473596,0.0053254,"Arsenal","Liverpool",22,"David Raya","GK",TRUE,41.1449896387511,0,-28.0360863654689,"D. Raya",130,10,"Liverpool",130
131,62,8,5,13,46.935,5.168,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,367185,46.935,5.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08333333333333,2813638719,8,NA,NA,56,178,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Arsenal","Liverpool",7,"Bukayo Saka","FWR",TRUE,0,0,0,"B. Saka",131,10,"Liverpool",131
132,73,8,5,26,58.065,62.832,"FirstHalf","Tackle","Successful",NA,NA,NA,"c(91, 143)",TRUE,352825,58.065,62.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08333333333333,2813638763,8,NA,NA,56,178,NA,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Liverpool","Arsenal",18,"Cody Gakpo","AML",TRUE,0,0,0,"C. Gakpo",132,10,"Liverpool",132
133,76,8,45,26,48.3,68,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 36, 38, 216)",TRUE,115726,57.435,61.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,2813639363,8,141,140,56,NA,212,213,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.0","54.7","Left",NA,"11.4","5.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,0.01248344,0.01473596,0.00225252,"Liverpool","Arsenal",26,"Andy Robertson","DL",TRUE,10.9790181391407,0,-33.8201371765756,"A. Robertson",133,10,"Liverpool",133
134,77,8,46,26,59.325,56.712,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,377168,59.325,56.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.76666666666667,2813639369,8,NA,NA,56,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Liverpool","Arsenal",7,"Luis Diaz","FW",TRUE,0,0,0,"L. Diaz",134,10,"Liverpool",134
135,69,8,47,13,40.11,12.104,"FirstHalf","Aerial","Successful",NA,NA,NA,"c(197, 200)",FALSE,361822,40.11,12.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78333333333333,2813639751,8,NA,NA,56,NA,NA,NA,NA,NA,NA,285,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Arsenal","Liverpool",2,"William Saliba","DC",TRUE,0,0,0,"W. Saliba",135,10,"Liverpool",135
136,82,8,47,26,64.89,55.896,"FirstHalf","Aerial","Unsuccessful",NA,NA,NA,"198:199",FALSE,377168,64.89,55.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78333333333333,2813639717,8,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Liverpool","Arsenal",7,"Luis Diaz","FW",TRUE,0,0,0,"L. Diaz",136,10,"Liverpool",136
137,65,8,47,13,44.205,7.004,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 216)",TRUE,361822,47.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78333333333333,2813639437,8,141,140,56,NA,212,213,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0","44.8","Back",NA,"8.1","5.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-12 00:02:09",60324,"Anfield","Anthony Taylor","2 : 2",26,13,NA,NA,NA,"Arsenal","Liverpool",2,"William Saliba","DC",TRUE,0,0,-67.9634383520765,"W. Saliba",137,10,"Liverpool",137
