"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndX","type_value_PassEndY","type_value_Angle","type_value_Zone","type_value_Length","type_value_StandingSave","type_value_Longball","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Head","type_value_Chipped","type_value_ThrowIn","type_value_LeftFoot","type_value_Cross","type_value_OtherBodyPart","type_value_HeadPass","type_value_BlockedY","type_value_ThrowinSetPiece","type_value_Blocked","type_value_GoalMouthY","type_value_GoalMouthZ","type_value_BlockedX","type_value_BoxRight","type_value_LowCentre","type_value_OutfielderBlock","type_value_Foul","type_value_FreekickTaken","type_value_RegularPlay","type_value_BoxCentre","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_OutOfBoxCentre","type_value_RelatedEventId","type_value_Assisted","type_value_ParriedSafe","type_value_Hands","type_value_KeeperSaveObox","type_value_RightFoot","type_value_LayOff","type_value_IndividualPlay","type_value_LowLeft","type_value_Collected","type_value_KeeperThrow","type_value_GoalKick","type_value_BoxLeft","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_FirstTouch","type_value_BigChance","type_value_MissHigh","type_value_FastBreak","type_value_DivingSave","type_value_KeeperSaveInTheBox","type_value_Throughball","type_value_BlockedCross","type_value_MissLeft","type_value_CornerTaken","type_value_LastMan","type_value_LeadingToAttempt","type_value_MissRight","type_value_FromCorner","type_value_LowRight","type_value_Feet","type_value_SixYardBlock","type_value_SmallBoxCentre","type_value_HighCentre","type_value_ParriedDanger","type_value_KeeperSaveInSixYard","type_value_Volley","type_value_Yellow","type_value_HighLeft","type_value_HighRight","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_SmallBoxLeft","type_value_LeadingToGoal","type_value_HighClaim","type_value_OneOnOne","value_PassEndX","value_PassEndY","value_Angle","value_Zone","value_Length","value_StandingSave","value_Longball","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_Head","value_Chipped","value_ThrowIn","value_LeftFoot","value_Cross","value_OtherBodyPart","value_HeadPass","value_BlockedY","value_ThrowinSetPiece","value_Blocked","value_GoalMouthY","value_GoalMouthZ","value_BlockedX","value_BoxRight","value_LowCentre","value_OutfielderBlock","value_Foul","value_FreekickTaken","value_RegularPlay","value_BoxCentre","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_OutOfBoxCentre","value_RelatedEventId","value_Assisted","value_ParriedSafe","value_Hands","value_KeeperSaveObox","value_RightFoot","value_LayOff","value_IndividualPlay","value_LowLeft","value_Collected","value_KeeperThrow","value_GoalKick","value_BoxLeft","value_BigChanceCreated","value_IntentionalGoalAssist","value_FirstTouch","value_BigChance","value_MissHigh","value_FastBreak","value_DivingSave","value_KeeperSaveInTheBox","value_Throughball","value_BlockedCross","value_MissLeft","value_CornerTaken","value_LastMan","value_LeadingToAttempt","value_MissRight","value_FromCorner","value_LowRight","value_Feet","value_SixYardBlock","value_SmallBoxCentre","value_HighCentre","value_ParriedDanger","value_KeeperSaveInSixYard","value_Volley","value_Yellow","value_HighLeft","value_HighRight","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_InvolvedPlayers","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_SmallBoxLeft","value_LeadingToGoal","value_HighClaim","value_OneOnOne","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
508,280.5,23,48.5,170,55.23,39.304,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,231135,69.825,21.896,NA,NA,NA,NA,NA,281,NA,NA,NA,NA,23.8083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01689528,0.0241224,0.00722712,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,0,12.8525327452258,-50.0232748137494,"J. Andersen",508,30,"Fulham",508
509,281,23,52,170,69.825,21.896,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,231135,69.09,31.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.8666666666667,2812569089,23,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65.8","45.7","1.65","Center","9.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0241224,0.02385149,-0.000270909999999999,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,1.17044572452746,0,94.5776422483041,"J. Andersen",509,30,"Fulham",509
510,282,23,55,170,69.405,32.708,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,321020,70.98,43.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9166666666667,2812569247,23,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67.6","63.6","1.42","Center","10.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.02385149,0.0241224,0.000270909999999999,"Fulham","Everton",16,"Sander Berge","DMC",TRUE,0.363853301986104,0,81.5011355283471,"S. Berge",510,30,"Fulham",510
511,283,23,59,170,69.09,42.16,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,136824,59.22,27.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9833333333333,2812569333,23,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56.4","40.4","4.12","Center","17.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.02385149,0.01689528,-0.00695621,"Fulham","Everton",17,"Alex Iwobi","AML",TRUE,-9.41763887841026,0,-123.900197804578,"A. Iwobi",511,30,"Fulham",511
512,284,24,2,170,59.22,27.472,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,231135,65.625,11.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0333333333333,2812569523,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62.5","16.7","5.09","Right","17.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01689528,0.01870347,0.00180819,"Fulham","Everton",5,"Joachim Andersen","DC",TRUE,0.821272044352789,0,-68.3255870543535,"J. Andersen",512,30,"Fulham",512
513,284.5,24,4.5,170,65.625,11.356,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,145996,68.46,17.408,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,24.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01870347,0.0241224,0.00541893,"Fulham","Everton",2,"Kenny Tete","DR",TRUE,0,5.2912033603147,64.8997201807587,"K. Tete",513,30,"Fulham",513
514,285,24,7,170,68.46,17.408,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,145996,61.53,34.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1166666666667,2812569623,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58.6","50.9","1.95","Center","18.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0241224,0.0199707,-0.0041517,"Fulham","Everton",2,"Kenny Tete","DR",TRUE,-3.34369530657288,0,111.940231587971,"K. Tete",514,30,"Fulham",514
515,285.5,24,8.5,170,61.53,34.612,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,396976,61.425,39.508,NA,NA,NA,NA,NA,286,NA,NA,NA,NA,24.1416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0199707,0.0199707,0,"Fulham","Everton",3,"Calvin Bassey","DC",TRUE,0,-0.44742581371888,91.2285814487455,"C. Bassey",515,30,"Fulham",515
516,286,24,10,170,61.425,39.508,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,396976,65.73,47.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.1666666666667,2812569729,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62.6","69.4","1.06","Center","8.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0199707,0.01935132,-0.000619379999999999,"Fulham","Everton",3,"Calvin Bassey","DC",TRUE,2.49515085651704,0,60.7400491511859,"C. Bassey",516,30,"Fulham",516
517,286.5,24,11,170,65.73,47.192,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,136824,70.77,49.572,NA,NA,NA,NA,NA,287,NA,NA,NA,NA,24.1833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01935132,0.0241224,0.00477108,"Fulham","Everton",17,"Alex Iwobi","AML",TRUE,0,3.82099700978834,25.277722235553,"A. Iwobi",517,30,"Fulham",517
518,287,24,12,170,70.77,49.572,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,136824,79.275,49.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2,2812569851,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75.5","73.5","0.05","Center","8.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0241224,0.02855202,0.00442962,"Fulham","Everton",17,"Alex Iwobi","AML",TRUE,7.32133206170334,0,2.74647508232607,"A. Iwobi",518,30,"Fulham",518
519,287.5,24,14,170,79.275,49.98,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,108186,70.875,54.604,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,24.2333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.02855202,0.02401521,-0.00453681,"Fulham","Everton",7,"Raul Jimenez","FW",TRUE,0,-9.57851636518231,151.16826328716,"R. Jimenez",519,30,"Fulham",519
520,288,24,16,170,70.875,54.604,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,108186,66.675,63.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2666666666667,2812569901,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63.5","93.0","2.02","Left","9.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.02401521,0.0174506,-0.00656461,"Fulham","Everton",7,"Raul Jimenez","FW",TRUE,-8.34286467276985,0,115.93533529074,"R. Jimenez",520,30,"Fulham",520
521,289,24,19,170,66.885,62.968,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,322611,56.07,55.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3166666666667,2812569959,24,140,141,213,56,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53.4","81.4","3.76","Left","13.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.0174506,0.01611813,-0.00133247,"Fulham","Everton",30,"Ryan Sessegnon","DL",TRUE,-5.51211168734034,0,-144.846520692354,"R. Sessegnon",521,30,"Fulham",521
522,289.5,24,20,170,56.07,55.352,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,396976,59.115,53.924,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,24.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 00:56:31",27653,"Craven Cottage","Darren England","1 : 3",170,31,0.01611813,0.01611813,0,"Fulham","Everton",3,"Calvin Bassey","DC",TRUE,0,3.3619015550839,-25.124957815282,"C. Bassey",522,30,"Fulham",522
