"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_StandingSave","type_value_Angle","type_value_Longball","type_value_Length","type_value_Zone","type_value_PassEndY","type_value_PassEndX","type_value_HeadPass","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Offensive","type_value_Cross","type_value_RightFoot","type_value_BlockedCross","type_value_MissLeft","type_value_MissRight","type_value_Chipped","type_value_CornerTaken","type_value_Head","type_value_KeeperThrow","type_value_LeadingToGoal","type_value_RegularPlay","type_value_IntentionalAssist","type_value_ShotAssist","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_Assisted","type_value_LeftFoot","type_value_RelatedEventId","type_value_FirstTouch","type_value_SmallBoxCentre","type_value_HighCentre","type_value_BigChance","type_value_GoalMouthZ","type_value_Foul","type_value_FreekickTaken","type_value_ThrowIn","type_value_OtherBodyPart","type_value_LayOff","type_value_BoxRight","type_value_LowLeft","type_value_BlockedY","type_value_BlockedX","type_value_Blocked","type_value_OutfielderBlock","type_value_Volley","type_value_BoxCentre","type_value_GoalKick","type_value_SetPiece","type_value_HighRight","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_LowRight","type_value_OutOfBoxCentre","type_value_IndividualPlay","type_value_Throughball","type_value_FromCorner","type_value_MissHigh","type_value_LowCentre","type_value_Collected","type_value_HighClaim","type_value_Red","type_value_Yellow","type_value_OverRun","type_value_SmallBoxRight","type_value_ParriedDanger","type_value_KeeperSaveInSixYard","type_value_DeepBoxRight","type_value_FastBreak","type_value_SmallBoxLeft","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_ParriedSafe","type_value_KeeperSaveObox","type_value_BoxLeft","type_value_DivingSave","type_value_LastMan","type_value_OneOnOne","type_value_AerialFoul","value_StandingSave","value_Angle","value_Longball","value_Length","value_Zone","value_PassEndY","value_PassEndX","value_HeadPass","value_OppositeRelatedEvent","value_Defensive","value_Offensive","value_Cross","value_RightFoot","value_BlockedCross","value_MissLeft","value_MissRight","value_Chipped","value_CornerTaken","value_Head","value_KeeperThrow","value_LeadingToGoal","value_RegularPlay","value_IntentionalAssist","value_ShotAssist","value_BigChanceCreated","value_IntentionalGoalAssist","value_KeyPass","value_GoalMouthY","value_Assisted","value_LeftFoot","value_RelatedEventId","value_FirstTouch","value_SmallBoxCentre","value_HighCentre","value_BigChance","value_GoalMouthZ","value_Foul","value_FreekickTaken","value_ThrowIn","value_OtherBodyPart","value_LayOff","value_BoxRight","value_LowLeft","value_BlockedY","value_BlockedX","value_Blocked","value_OutfielderBlock","value_Volley","value_BoxCentre","value_GoalKick","value_SetPiece","value_HighRight","value_Hands","value_KeeperSaveInTheBox","value_LowRight","value_OutOfBoxCentre","value_IndividualPlay","value_Throughball","value_FromCorner","value_MissHigh","value_LowCentre","value_Collected","value_HighClaim","value_Red","value_Yellow","value_OverRun","value_SmallBoxRight","value_ParriedDanger","value_KeeperSaveInSixYard","value_DeepBoxRight","value_FastBreak","value_SmallBoxLeft","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_InvolvedPlayers","value_TeamFormation","value_CaptainPlayerId","value_TeamPlayerFormation","value_ParriedSafe","value_KeeperSaveObox","value_BoxLeft","value_DivingSave","value_LastMan","value_OneOnOne","value_AerialFoul","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
319,147,19,43,15,85.575,33.796,"FirstHalf","SavedShot","Successful",NA,NA,NA,"c(91, 10, 2, 3, 11, 13)",TRUE,395692,85.575,33.796,88,49.6,6.9,31.416,TRUE,146,369430,NA,NA,NA,19.7166666666667,2813388919,19,178,NA,NA,NA,56,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,102,29,72,55,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,147,146,82,NA,NA,NA,NA,NA,NA,NA,NA,80,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,"168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46.2",NA,NA,"146",NA,NA,NA,NA,"6.9",NA,NA,NA,NA,NA,NA,NA,"49.6","88.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,NA,NA,NA,"Chelsea","Newcastle",20,"Cole Palmer","AMC",TRUE,0,0,0,"C. Palmer",319,19,"Chelsea",319
320,168,19,43,23,13.02,34.884,"FirstHalf","Save","Successful",NA,NA,NA,"c(91, 58)",TRUE,379732,13.02,34.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7166666666667,2813388915,19,178,NA,NA,NA,56,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,"147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,NA,NA,NA,"Newcastle","Chelsea",4,"Sven Botman","DC",TRUE,0,0,0,"S. Botman",320,19,"Chelsea",320
321,148,19,44,15,84.63,36.108,"FirstHalf","SavedShot","Successful",NA,NA,NA,"c(91, 10, 2, 3, 11, 13)",TRUE,395692,84.63,36.108,87.2,52,1.4,31.416,TRUE,NA,NA,NA,NA,NA,19.7333333333333,2813388935,19,178,NA,NA,NA,56,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,102,NA,72,NA,328,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,147,146,82,NA,NA,NA,NA,NA,NA,NA,NA,80,18,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,"169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46.2",NA,NA,NA,NA,NA,NA,NA,"1.4",NA,NA,NA,NA,NA,NA,NA,"52.0","87.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,NA,NA,NA,"Chelsea","Newcastle",20,"Cole Palmer","AMC",TRUE,0,0,0,"C. Palmer",321,19,"Chelsea",321
322,169,19,45,23,13.44,33.388,"FirstHalf","Save","Successful",NA,NA,NA,"c(91, 58)",TRUE,338780,13.44,33.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.75,2813389079,19,178,NA,NA,NA,56,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,"148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,NA,NA,NA,"Newcastle","Chelsea",39,"Bruno Guimaraes","MC",TRUE,0,0,0,"B. Guimaraes",322,19,"Chelsea",322
323,149,19,46,15,87.255,36.108,"FirstHalf","CornerAwarded","Successful",NA,NA,NA,"122",FALSE,395692,87.255,36.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7666666666667,2813388945,19,NA,NA,NA,NA,56,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,"170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,NA,NA,NA,"Chelsea","Newcastle",20,"Cole Palmer","AMC",TRUE,0,0,0,"C. Palmer",323,19,"Chelsea",323
324,170,19,46,23,13.02,32.844,"FirstHalf","CornerAwarded","Unsuccessful",NA,NA,NA,"122",FALSE,338780,13.02,32.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7666666666667,2813389089,19,NA,NA,NA,NA,56,NA,NA,NA,233,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,"149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,NA,NA,NA,"Newcastle","Chelsea",39,"Bruno Guimaraes","MC",TRUE,0,0,0,"B. Guimaraes",324,19,"Chelsea",324
325,150,20,0,15,104.475,0.34,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 31, 32, 34, 35, 37, 217, 218)",TRUE,369430,86.73,6.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2813389123,20,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.83",NA,"18.6","Right","8.9","82.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,NA,NA,NA,"Chelsea","Newcastle",8,"Enzo Fernandez","DMC",TRUE,0.274221226326048,0,162.156970839677,"E. Fernandez",325,19,"Chelsea",325
326,151,20,3,15,86.73,6.052,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,395692,78.33,17.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.05,2813389137,20,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.19",NA,"14.6","Center","26.4","74.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.03485072,0.02855202,-0.0062987,"Chelsea","Newcastle",20,"Cole Palmer","AMC",TRUE,2.26388357087372,0,125.217592968193,"C. Palmer",326,19,"Chelsea",326
327,152,20,5,15,78.33,17.952,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 137, 124, 126, 36, 37, 217, 218)",TRUE,410175,97.02,36.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.0833333333333,2813389147,20,178,213,NA,212,56,141,140,NA,NA,NA,NA,2,20,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.79",NA,"26.6","Center","54.3","92.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,NA,NA,NA,"Chelsea","Newcastle",25,"Moises Caicedo","DR",TRUE,22.6271554028123,0,45.4290029174776,"M. Caicedo",327,19,"Chelsea",327
328,171,20,7,23,8.19,29.92,"FirstHalf","KeeperPickup","Successful",NA,NA,NA,"93",FALSE,105720,8.19,29.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1166666666667,2813389157,20,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,NA,NA,NA,"Newcastle","Chelsea",22,"Nick Pope","GK",TRUE,0,0,0,"N. Pope",328,20,"Newcastle",328
329,171.5,20,11.5,23,8.19,29.92,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,105720,15.435,30.94,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,20.1916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.00941056,0.01082722,0.00141666,"Newcastle","Chelsea",22,"Nick Pope","GK",TRUE,0,7.27867904115494,8.01381650147389,"N. Pope",329,20,"Newcastle",329
330,172,20,16,23,15.435,30.94,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 36, 37, 215, 218)",TRUE,105720,20.685,45.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2666666666667,2813389311,20,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.23",NA,"15.9","Back","67.6","19.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.01082722,0.01001304,-0.000814179999999999,"Newcastle","Chelsea",22,"Nick Pope","GK",TRUE,4.45710094199042,0,70.7432465130773,"N. Pope",330,20,"Newcastle",330
331,172.5,20,18.5,23,20.685,45.968,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,379732,29.505,51.68,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,20.3083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.01001304,0.0105949,0.00058186,"Newcastle","Chelsea",4,"Sven Botman","DC",TRUE,0,7.62256928864754,32.9278626531642,"S. Botman",331,20,"Newcastle",331
332,173,20,21,23,29.505,51.68,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,379732,33.6,63.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.35,2813389357,20,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.23",NA,"12.2","Back","92.9","32.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.0105949,0.00977659,-0.000818310000000001,"Newcastle","Chelsea",4,"Sven Botman","DC",TRUE,0.408049487281801,0,70.3872452342558,"S. Botman",332,20,"Newcastle",332
333,174,20,23,23,33.6,63.172,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,82277,38.535,60.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3833333333333,2813389371,20,178,213,NA,212,56,141,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.73",NA,"5.8","Back","88.4","36.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-11 20:55:19",52231,"St. James' Park","John Brooks","2 : 0",23,15,0.00977659,0.01126267,0.00148608,"Newcastle","Chelsea",33,"Dan Burn","DC",TRUE,5.71922492459562,0,-31.8014286660208,"D. Burn",333,20,"Newcastle",333
