"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Length","type_value_Angle","type_value_PassEndX","type_value_Zone","type_value_PassEndY","type_value_Chipped","type_value_Longball","type_value_ThrowIn","type_value_Offensive","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_HeadPass","type_value_LayOff","type_value_ShotAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_RelatedEventId","type_value_RightFoot","type_value_Assisted","type_value_GoalMouthZ","type_value_FirstTouch","type_value_MissHigh","type_value_IndividualPlay","type_value_GoalKick","type_value_Foul","type_value_FreekickTaken","type_value_Cross","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_KeeperThrow","type_value_Penalty","type_value_Yellow","type_value_DivingSave","type_value_KeeperSaved","type_value_MissLeft","type_value_BlockedY","type_value_BigChance","type_value_BlockedX","type_value_LowCentre","type_value_BoxCentre","type_value_Hands","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_BoxLeft","type_value_Collected","type_value_MissRight","type_value_IntentionalAssist","type_value_FromCorner","type_value_CornerTaken","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_Head","type_value_LowRight","type_value_OverRun","type_value_LeftFoot","type_value_Blocked","type_value_OutfielderBlock","type_value_SmallBoxLeft","type_value_DeepBoxRight","type_value_HighRight","type_value_KeeperSaveObox","type_value_FastBreak","type_value_SmallBoxCentre","type_value_SixYardBlock","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_BoxRight","type_value_SetPiece","type_value_ParriedDanger","type_value_KeeperSaveInSixYard","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_SmallBoxRight","type_value_HighClaim","type_value_BlockedCross","type_value_AerialFoul","type_value_HighCentre","type_value_OneOnOne","value_Length","value_Angle","value_PassEndX","value_Zone","value_PassEndY","value_Chipped","value_Longball","value_ThrowIn","value_Offensive","value_OppositeRelatedEvent","value_Defensive","value_HeadPass","value_LayOff","value_ShotAssist","value_KeyPass","value_GoalMouthY","value_OutOfBoxCentre","value_RegularPlay","value_RelatedEventId","value_RightFoot","value_Assisted","value_GoalMouthZ","value_FirstTouch","value_MissHigh","value_IndividualPlay","value_GoalKick","value_Foul","value_FreekickTaken","value_Cross","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_KeeperThrow","value_Penalty","value_Yellow","value_DivingSave","value_KeeperSaved","value_MissLeft","value_BlockedY","value_BigChance","value_BlockedX","value_LowCentre","value_BoxCentre","value_Hands","value_ParriedSafe","value_KeeperSaveInTheBox","value_BoxLeft","value_Collected","value_MissRight","value_IntentionalAssist","value_FromCorner","value_CornerTaken","value_BigChanceCreated","value_IntentionalGoalAssist","value_Head","value_LowRight","value_OverRun","value_LeftFoot","value_Blocked","value_OutfielderBlock","value_SmallBoxLeft","value_DeepBoxRight","value_HighRight","value_KeeperSaveObox","value_FastBreak","value_SmallBoxCentre","value_SixYardBlock","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_BoxRight","value_SetPiece","value_ParriedDanger","value_KeeperSaveInSixYard","value_InvolvedPlayers","value_TeamFormation","value_CaptainPlayerId","value_TeamPlayerFormation","value_SmallBoxRight","value_HighClaim","value_BlockedCross","value_AerialFoul","value_HighCentre","value_OneOnOne","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
544,229,30,21,55,65.1,25.228,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,456787,55.65,45.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.35,2796268777,30,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22.0","2.02","53.0","Center","66.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01935132,0.01685596,-0.00249536,"Valencia","Real Madrid",5,"Enzo Barrenechea","MC",TRUE,-9.72653610486275,0,115.451022810878,"E. Barrenechea",544,29,"Valencia",544
545,229.5,30,23.5,55,55.65,45.084,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,322095,49.35,43.112,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,30.3916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01685596,0.01429128,-0.00256468,"Valencia","Real Madrid",4,"Mouctar Diakhaby","DC",TRUE,0,-5.81163634093176,-162.619051630543,"M. Diakhaby",545,29,"Valencia",545
546,230,30,26,55,49.35,43.112,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,322095,22.785,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4333333333333,2796269015,30,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.1","3.47","21.7","Back","50.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01429128,0.01016549,-0.00412579,"Valencia","Real Madrid",4,"Mouctar Diakhaby","DC",TRUE,-25.8239453547817,0,-161.067636151349,"M. Diakhaby",546,29,"Valencia",546
547,230.5,30,29,55,22.785,34,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,401633,24.465,36.72,NA,NA,NA,NA,NA,231,NA,NA,NA,NA,30.4833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01016549,0.01016549,0,"Valencia","Real Madrid",25,"Giorgi Mamardashvili","GK",TRUE,0,1.63408026710046,58.2985703304943,"G. Mamardashvili",547,29,"Valencia",547
548,231,30,32,55,24.465,36.72,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 124, 128, 36, 38, 217, 218)",TRUE,401633,76.44,31.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5333333333333,2796269157,30,212,213,140,56,141,155,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52.2","6.19","72.8","Center","46.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,NA,NA,NA,"Valencia","Real Madrid",25,"Giorgi Mamardashvili","GK",TRUE,51.9274915959383,0,-5.52990058186965,"G. Mamardashvili",548,29,"Valencia",548
549,285,30,39,52,32.34,43.996,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 216, 218)",TRUE,104010,46.62,36.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.65,2796269407,30,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.2","5.79","44.4","Back","53.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01110462,0.01484598,0.00374136,"Real Madrid","Valencia",22,"Antonio Rudiger","DC",TRUE,14.9212519016414,0,-28.495638618245,"A. Rudiger",549,30,"Real Madrid",549
550,286,30,41,52,47.145,36.38,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,344644,50.82,40.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6833333333333,2796269489,30,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.5","0.85","48.4","Back","59.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01484598,0.01484598,0,"Real Madrid","Valencia",8,"Federico Valverde","MC",TRUE,3.33207932033636,0,48.4600474645575,"F. Valverde",550,30,"Real Madrid",550
551,286.5,30,42,52,50.82,40.528,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,379868,50.085,35.836,NA,NA,NA,NA,NA,287,NA,NA,NA,NA,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01484598,0.01484598,0,"Real Madrid","Valencia",5,"Jude Bellingham","ML",TRUE,0,-0.373829965554222,-98.903008448048,"J. Bellingham",551,30,"Real Madrid",551
552,287,30,43,52,50.085,35.836,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,379868,55.86,10.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7166666666667,2796269599,30,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.6","4.94","53.2","Right","16.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01484598,0.01611813,0.00127215,"Real Madrid","Valencia",5,"Jude Bellingham","ML",TRUE,0.638464697006462,0,-76.9706791238215,"J. Bellingham",552,30,"Real Madrid",552
553,287.5,30,44.5,52,55.86,10.88,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,144511,59.85,6.664,NA,NA,NA,NA,NA,288,NA,NA,NA,NA,30.7416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01611813,0.01473596,-0.00138217,"Real Madrid","Valencia",17,"Lucas Vazquez","DR",TRUE,0,1.5267355755792,-46.5775741862305,"L. Vazquez",553,30,"Real Madrid",553
554,288,30,46,52,59.85,6.664,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,144511,62.895,9.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7666666666667,2796269673,30,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.4","0.80","59.9","Right","14.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01473596,0.01870347,0.00396751,"Real Madrid","Valencia",17,"Lucas Vazquez","DR",TRUE,4.21240418753028,0,45.7703326020574,"L. Vazquez",554,30,"Real Madrid",554
555,288.5,30,47,52,62.895,9.792,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,317541,64.68,12.308,NA,NA,NA,NA,NA,289,NA,NA,NA,NA,30.7833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01870347,0.01870347,0,"Real Madrid","Valencia",21,"Brahim Diaz","MR",TRUE,0,2.78330781733722,54.6458442566119,"B. Diaz",555,30,"Real Madrid",555
556,289,30,48,52,64.68,12.308,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,317541,63.315,21.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,2796269757,30,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.3","1.72","60.3","Center","31.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01870347,0.01935132,0.000647850000000002,"Real Madrid","Valencia",21,"Brahim Diaz","MR",TRUE,2.26248520362476,0,98.4575032450004,"B. Diaz",556,30,"Real Madrid",556
557,289.5,30,49,52,63.315,21.488,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,379868,60.375,22.984,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,30.8166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01935132,0.01685596,-0.00249536,"Real Madrid","Valencia",5,"Jude Bellingham","ML",TRUE,0,-2.44229700918439,153.031026483336,"J. Bellingham",557,30,"Real Madrid",557
558,290,30,50,52,60.375,22.984,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,379868,53.76,40.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8333333333333,2796269805,30,212,213,140,56,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.6","1.94","51.2","Center","59.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-04-05 17:16:14",75382,"Santiago Bernabéu","Guillermo Cuadra Fernández","1 : 2",52,55,0.01685596,0.01689528,3.93199999999989e-05,"Real Madrid","Valencia",5,"Jude Bellingham","ML",TRUE,-5.66419372885342,0,110.881247173494,"J. Bellingham",558,30,"Real Madrid",558
