"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndX","type_value_Zone","type_value_Angle","type_value_PassEndY","type_value_Length","type_value_StandingSave","type_value_Longball","type_value_Chipped","type_value_HeadPass","type_value_Offensive","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_OtherBodyPart","type_value_ThrowIn","type_value_Foul","type_value_FreekickTaken","type_value_Head","type_value_KeeperThrow","type_value_LayOff","type_value_RightFoot","type_value_LowCentre","type_value_OutOfBoxCentre","type_value_FastBreak","type_value_BlockedY","type_value_IndividualPlay","type_value_GoalMouthZ","type_value_BlockedX","type_value_GoalMouthY","type_value_Hands","type_value_Collected","type_value_KeeperSaveObox","type_value_Cross","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_LeftFoot","type_value_IntentionalAssist","type_value_ShotAssist","type_value_BigChanceCreated","type_value_KeyPass","type_value_Assisted","type_value_FirstTouch","type_value_BigChance","type_value_SmallBoxRight","type_value_FromCorner","type_value_RelatedEventId","type_value_LowRight","type_value_ParriedSafe","type_value_KeeperSaveInSixYard","type_value_KeeperSaveInTheBox","type_value_BlockedCross","type_value_MissHigh","type_value_BoxCentre","type_value_Volley","type_value_GoalKick","type_value_ThrowinSetPiece","type_value_RegularPlay","type_value_Blocked","type_value_OutfielderBlock","type_value_HighRight","type_value_IntentionalGoalAssist","type_value_Yellow","type_value_OverRun","type_value_LowLeft","type_value_HighCentre","type_value_BoxLeft","type_value_SixYardBlock","type_value_CaptainPlayerId","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_PlayerPosition","type_value_JerseyNumber","type_value_TeamFormation","type_value_DivingSave","type_value_FormationSlot","type_value_SmallBoxCentre","type_value_SetPiece","type_value_AerialFoul","type_value_HighClaim","value_PassEndX","value_Zone","value_Angle","value_PassEndY","value_Length","value_StandingSave","value_Longball","value_Chipped","value_HeadPass","value_Offensive","value_OppositeRelatedEvent","value_Defensive","value_OtherBodyPart","value_ThrowIn","value_Foul","value_FreekickTaken","value_Head","value_KeeperThrow","value_LayOff","value_RightFoot","value_LowCentre","value_OutOfBoxCentre","value_FastBreak","value_BlockedY","value_IndividualPlay","value_GoalMouthZ","value_BlockedX","value_GoalMouthY","value_Hands","value_Collected","value_KeeperSaveObox","value_Cross","value_MissLeft","value_MissRight","value_CornerTaken","value_LeftFoot","value_IntentionalAssist","value_ShotAssist","value_BigChanceCreated","value_KeyPass","value_Assisted","value_FirstTouch","value_BigChance","value_SmallBoxRight","value_FromCorner","value_RelatedEventId","value_LowRight","value_ParriedSafe","value_KeeperSaveInSixYard","value_KeeperSaveInTheBox","value_BlockedCross","value_MissHigh","value_BoxCentre","value_Volley","value_GoalKick","value_ThrowinSetPiece","value_RegularPlay","value_Blocked","value_OutfielderBlock","value_HighRight","value_IntentionalGoalAssist","value_Yellow","value_OverRun","value_LowLeft","value_HighCentre","value_BoxLeft","value_SixYardBlock","value_CaptainPlayerId","value_TeamPlayerFormation","value_InvolvedPlayers","value_PlayerPosition","value_JerseyNumber","value_TeamFormation","value_DivingSave","value_FormationSlot","value_SmallBoxCentre","value_SetPiece","value_AerialFoul","value_HighClaim","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
472,238,24,40,31,96.18,9.316,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 137, 124, 126, 37, 217, 218)",TRUE,396975,96.18,37.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6666666666667,2809379891,24,140,56,213,141,212,178,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91.6","Center","1.57","54.8","27.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,NA,NA,NA,"Everton","Ipswich",2,"Nathan Patterson","DR",TRUE,16.8078662186006,0,90,"N. Patterson",472,28,"Everton",472
473,211,24,42,165,8.61,31.96,"FirstHalf","Aerial","Successful",NA,NA,NA,"c(197, 200)",FALSE,362826,8.61,31.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,2809379895,24,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,"239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,NA,NA,NA,"Ipswich","Everton",26,"Dara O'Shea","DR",TRUE,0,0,0,"D. O'Shea",473,28,"Everton",473
474,239,24,42,31,96.39,36.04,"FirstHalf","Aerial","Unsuccessful",NA,NA,NA,"198:199",FALSE,357427,96.39,36.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,2809379901,24,NA,56,NA,NA,NA,NA,NA,NA,NA,286,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,"211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,NA,NA,NA,"Everton","Ipswich",7,"Dwight McNeil","AMR",TRUE,0,0,0,"D. McNeil",474,28,"Everton",474
475,212,24,42,165,7.665,33.932,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,362826,10.92,27.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7,2809379913,24,140,56,213,141,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.4","Back","5.21","41.0","6.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,NA,NA,NA,"Ipswich","Everton",26,"Dara O'Shea","DR",TRUE,0,0,-61.7269148954091,"D. O'Shea",475,28,"Everton",475
476,240,24,43,31,92.82,40.392,"FirstHalf","Aerial","Successful",NA,NA,NA,"c(197, 199)",FALSE,345516,92.82,40.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7166666666667,2809379959,24,NA,56,NA,NA,NA,NA,NA,NA,NA,286,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,"213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,NA,NA,NA,"Everton","Ipswich",19,"Vitalii Mykolenko","DL",TRUE,0,0,0,"V. Mykolenko",476,28,"Everton",476
477,213,24,43,165,12.18,27.608,"FirstHalf","Aerial","Unsuccessful",NA,NA,NA,"c(198, 200)",FALSE,256129,12.18,27.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7166666666667,2809379947,24,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,NA,NA,NA,"Ipswich","Everton",10,"Conor Chaplin","AMC",TRUE,0,0,0,"C. Chaplin",477,28,"Everton",477
478,241,24,43,31,90.51,40.8,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 139, 205, 36, 38, 217, 218)",TRUE,345516,94.92,34.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7166666666667,2809379993,24,140,56,213,141,212,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90.4","Center","5.34","51.0","7.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,0.10805102,0.10805102,0,"Everton","Ipswich",19,"Vitalii Mykolenko","DL",TRUE,5.90334143181289,0,-54.2239222821053,"V. Mykolenko",478,28,"Everton",478
479,242,24,44,31,94.185,33.796,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 139, 36, 38, 217, 218)",TRUE,380546,97.335,31.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7333333333333,2809380011,24,140,56,213,141,212,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.7","Center","5.76","47.0","3.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,NA,NA,NA,"Everton","Ipswich",14,"Beto","FW",TRUE,2.88510026252145,0,-30.2360761908565,"Beto",479,28,"Everton",479
480,214,24,45,165,7.665,35.836,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,231118,19.635,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.75,2809379999,24,140,56,213,141,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18.7","Back","6.13","50.0","12.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,NA,NA,NA,"Ipswich","Everton",15,"Cameron Burgess","DC",TRUE,0,0,-8.72026294032191,"C. Burgess",480,29,"Ipswich",480
481,243,24,49,31,84.315,27.268,"FirstHalf","SavedShot","Successful",NA,NA,NA,"c(91, 10, 2, 3, 11, 12)",TRUE,366116,84.315,27.268,82.2,40.9,19,32.572,TRUE,NA,NA,NA,NA,NA,24.8166666666667,2809380145,24,NA,56,NA,NA,NA,178,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,18,NA,147,215,103,146,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,"216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40.9",NA,"19","82.2","47.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,NA,NA,NA,"Everton","Ipswich",10,"Iliman Ndiaye","AMC",TRUE,0,0,0,"I. Ndiaye",481,29,"Ipswich",481
482,216,24,49,165,18.795,40.528,"FirstHalf","Save","Successful",NA,NA,NA,"c(91, 58)",TRUE,323713,18.795,40.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8166666666667,2809380125,24,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,"243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,NA,NA,NA,"Ipswich","Everton",14,"Jack Taylor","DMC",TRUE,0,0,0,"J. Taylor",482,29,"Ipswich",482
483,757,24,51,165,29.085,47.192,"FirstHalf","TakeOn","Unsuccessful",NA,NA,NA,"c(91, 53)",TRUE,417747,29.085,47.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.85,2809574627,24,NA,56,NA,NA,NA,178,NA,NA,NA,NA,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,NA,NA,NA,"Ipswich","Everton",9,"Julio Enciso","AML",TRUE,0,0,0,"J. Enciso",483,29,"Ipswich",483
484,218,24,52,165,24.99,45.696,"FirstHalf","Foul","Successful",NA,NA,NA,"c(91, 63)",TRUE,417747,24.99,45.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8666666666667,2809380259,24,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,233,285,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,"244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,NA,NA,NA,"Ipswich","Everton",9,"Julio Enciso","AML",TRUE,0,0,0,"J. Enciso",484,29,"Ipswich",484
485,244,24,52,31,80.01,22.304,"FirstHalf","Foul","Unsuccessful",NA,NA,NA,"64",FALSE,391348,80.01,22.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8666666666667,2809380267,24,NA,56,NA,NA,NA,178,NA,NA,NA,286,233,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,"218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,NA,NA,NA,"Everton","Ipswich",24,"Charly Alcaraz","AML",TRUE,0,0,0,"C. Alcaraz",485,29,"Ipswich",485
486,219,25,24,165,26.46,45.9,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 132, 35, 38, 215, 218)",TRUE,231118,26.25,24.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,2809381199,25,140,56,213,141,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.0","Back","4.70","35.4","21.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,0.01110462,0.01110462,0,"Ipswich","Everton",15,"Cameron Burgess","DC",TRUE,0.0630560555477615,0,-90.5512068214384,"C. Burgess",486,29,"Ipswich",486
487,219.5,25,25.5,165,26.25,24.072,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,356599,27.405,27.88,NA,NA,NA,NA,NA,220,NA,NA,NA,NA,25.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,0.01110462,0.01132376,0.00021914,"Ipswich","Everton",6,"Luke Woolfenden","DC",TRUE,0,1.53737238210724,73.1269864535987,"L. Woolfenden",487,29,"Ipswich",487
488,220,25,27,165,27.405,27.88,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,356599,21.21,51.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.45,2809381255,25,140,56,213,141,212,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.2","Back","1.83","75.6","24.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 21:57:43",39305,"Goodison Park","Lewis Smith","2 : 2",31,165,0.01132376,0.00942382,-0.00189994,"Ipswich","Everton",6,"Luke Woolfenden","DC",TRUE,-7.74324678204489,0,104.751353989415,"L. Woolfenden",488,29,"Ipswich",488
