"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_Angle","type_value_PassEndY","type_value_Length","type_value_PassEndX","type_value_StandingSave","type_value_Longball","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_Defensive","type_value_HeadPass","type_value_ShotAssist","type_value_KeyPass","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_RegularPlay","type_value_GoalMouthY","type_value_Volley","type_value_MissRight","type_value_BlockedY","type_value_RightFoot","type_value_RelatedEventId","type_value_Assisted","type_value_BlockedX","type_value_GoalMouthZ","type_value_Chipped","type_value_LeftFoot","type_value_Cross","type_value_ThrowIn","type_value_HighClaim","type_value_KeeperThrow","type_value_Head","type_value_LayOff","type_value_IntentionalAssist","type_value_LeadingToAttempt","type_value_HighRight","type_value_BoxRight","type_value_Hands","type_value_Collected","type_value_KeeperSaveInTheBox","type_value_Foul","type_value_FreekickTaken","type_value_GoalKick","type_value_OtherBodyPart","type_value_Throughball","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_HighLeft","type_value_BigChanceCreated","type_value_FirstTouch","type_value_BigChance","type_value_LowCentre","type_value_SmallBoxRight","type_value_KeeperSaveInSixYard","type_value_MissHigh","type_value_SmallBoxCentre","type_value_BoxCentre","type_value_Blocked","type_value_OutfielderBlock","type_value_Yellow","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_LowRight","type_value_SetPiece","type_value_ParriedDanger","type_value_DivingSave","type_value_KeeperSaveObox","type_value_LowLeft","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_TeamPlayerFormation","type_value_TeamFormation","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_LastMan","type_value_MissLeft","type_value_CornerTaken","type_value_FromCorner","type_value_Red","type_value_DirectFreekick","type_value_OverRun","type_value_BlockedCross","type_value_BoxLeft","value_Zone","value_Angle","value_PassEndY","value_Length","value_PassEndX","value_StandingSave","value_Longball","value_OppositeRelatedEvent","value_Offensive","value_Defensive","value_HeadPass","value_ShotAssist","value_KeyPass","value_IndividualPlay","value_OutOfBoxCentre","value_RegularPlay","value_GoalMouthY","value_Volley","value_MissRight","value_BlockedY","value_RightFoot","value_RelatedEventId","value_Assisted","value_BlockedX","value_GoalMouthZ","value_Chipped","value_LeftFoot","value_Cross","value_ThrowIn","value_HighClaim","value_KeeperThrow","value_Head","value_LayOff","value_IntentionalAssist","value_LeadingToAttempt","value_HighRight","value_BoxRight","value_Hands","value_Collected","value_KeeperSaveInTheBox","value_Foul","value_FreekickTaken","value_GoalKick","value_OtherBodyPart","value_Throughball","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_HighLeft","value_BigChanceCreated","value_FirstTouch","value_BigChance","value_LowCentre","value_SmallBoxRight","value_KeeperSaveInSixYard","value_MissHigh","value_SmallBoxCentre","value_BoxCentre","value_Blocked","value_OutfielderBlock","value_Yellow","value_LeadingToGoal","value_IntentionalGoalAssist","value_LowRight","value_SetPiece","value_ParriedDanger","value_DivingSave","value_KeeperSaveObox","value_LowLeft","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_TeamPlayerFormation","value_TeamFormation","value_InvolvedPlayers","value_CaptainPlayerId","value_LastMan","value_MissLeft","value_CornerTaken","value_FromCorner","value_Red","value_DirectFreekick","value_OverRun","value_BlockedCross","value_BoxLeft","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
268,136,11,18,167,60.27,5.44,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 35, 38, 216, 218)",TRUE,315227,57.33,3.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,2817445291,11,56,213,141,212,140,178,NA,233,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right","3.65","5.6","3.4","54.6",NA,NA,"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,NA,NA,NA,"Man City","Bournemouth",9,"Erling Haaland","FW",TRUE,-3.35661426869731,0,-150.96525578904,"E. Haaland",268,19,"Man City",268
269,89,11,18,183,45.15,61.744,"FirstHalf","BlockedPass","Successful",NA,NA,NA,"c(91, 60)",TRUE,424273,45.15,61.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,2817445297,11,56,NA,NA,NA,NA,178,NA,233,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,NA,NA,NA,"Bournemouth","Man City",3,"Milos Kerkez","DL",TRUE,0,0,0,"M. Kerkez",269,19,"Man City",269
270,91,11,20,183,43.575,60.724,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,399826,60.27,61.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3333333333333,2817445313,11,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","0.04","90.3","16.7","57.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.01248344,0.01473596,0.00225252,"Bournemouth","Man City",27,"Illia Zabarnyi","DC",TRUE,14.5294412055225,0,2.33241126413085,"I. Zabarnyi",270,19,"Man City",270
271,92,11,22,183,61.005,62.356,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,344314,71.295,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3666666666667,2817445327,11,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","0.56","100.0","12.1","67.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,NA,NA,NA,"Bournemouth","Man City",16,"Marcus Tavernier","AML",TRUE,4.46628673894691,0,28.7444901051278,"M. Tavernier",271,19,"Man City",271
272,138,11,28,167,32.34,0,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 212, 35, 37, 215)",TRUE,394933,20.895,8.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4666666666667,2817445413,11,56,213,141,212,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","2.44","12.3","15.0","19.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.00977659,0.00844854,-0.00132805,"Man City","Bournemouth",27,"Matheus Nunes","DR",TRUE,-7.70386764815717,0,143.84068492639,"M. Nunes",272,19,"Man City",272
273,138.5,11,32.5,167,20.895,8.364,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,313171,24.78,23.188,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,11.5416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.00844854,0.01001304,0.0015645,"Man City","Bournemouth",3,"Ruben Dias","DC",TRUE,0,6.97994574096141,75.3144787097371,"R. Dias",273,19,"Man City",273
274,139,11,37,167,24.78,23.188,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,313171,27.405,4.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6166666666667,2817445423,11,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","4.86","7.3","18.4","26.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.01001304,0.00977659,-0.000236450000000001,"Man City","Bournemouth",3,"Ruben Dias","DC",TRUE,-1.90436520364881,0,-81.8034450805975,"R. Dias",274,19,"Man City",274
275,140,11,40,167,27.72,4.624,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,394933,15.12,15.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6666666666667,2817445443,11,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","2.44","22.3","16.4","14.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.00977659,0.00878589,-0.000990700000000001,"Man City","Bournemouth",27,"Matheus Nunes","DR",TRUE,-9.15755421907977,0,140.087250645506,"M. Nunes",275,19,"Man City",275
276,141,11,42,167,15.435,16.116,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,313171,4.725,31.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,2817445463,11,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","2.19","45.7","18.4","4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.00878589,0.00941056,0.000624670000000001,"Man City","Bournemouth",3,"Ruben Dias","DC",TRUE,-8.98456897844984,0,125.599219958976,"R. Dias",276,19,"Man City",276
277,142,11,44,167,4.725,31.076,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 127, 36, 37, 216, 218)",TRUE,121774,49.77,35.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7333333333333,2817445489,11,56,213,141,212,140,178,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","0.10","52.4","45.3","47.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.00941056,0.01484598,0.00543542,"Man City","Bournemouth",31,"Ederson","GK",TRUE,45.0635157325799,0,5.77544352155769,"Ederson",277,19,"Man City",277
278,143,11,48,167,49.77,35.632,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,315227,49.77,35.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,2817445491,11,56,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,NA,NA,NA,"Man City","Bournemouth",9,"Erling Haaland","FW",TRUE,0,0,0,"E. Haaland",278,19,"Man City",278
279,94,11,49,183,48.93,37.672,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 139, 35, 37, 216, 218)",TRUE,399826,43.575,43.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8166666666667,2817445495,11,56,213,141,212,140,178,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","2.35","63.4","7.6","41.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.01484598,0.01429128,-0.0005547,"Bournemouth","Man City",27,"Illia Zabarnyi","DC",TRUE,-5.90706501206932,0,134.548861453213,"I. Zabarnyi",279,19,"Man City",279
280,95,11,51,183,42.84,44.472,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 128, 36, 37, 217, 218)",TRUE,468852,76.65,55.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85,2817445523,11,56,213,141,212,140,178,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","0.32","81.7","35.6","73.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,NA,NA,NA,"Bournemouth","Man City",2,"Dean Huijsen","DC",TRUE,27.421555301939,0,18.1507994472195,"D. Huijsen",280,19,"Man City",280
281,144,12,0,167,30.03,15.912,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,313171,9.24,24.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2817445581,12,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","2.75","36.1","22.5","8.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.0105949,0.00977745,-0.000817450000000001,"Man City","Bournemouth",3,"Ruben Dias","DC",TRUE,-19.1041680393147,0,157.442391768677,"R. Dias",281,19,"Man City",281
282,145,12,3,167,9.24,24.548,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,121774,18.795,3.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.05,2817445607,12,56,213,141,212,140,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","5.15","5.8","22.7","17.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-22 15:00:48",52487,"Etihad Stadium","Thomas Bramall","3 : 1",167,183,0.00977745,0.00844854,-0.00132891,"Man City","Bournemouth",31,"Ederson","GK",TRUE,4.93096224481771,0,-65.1207276883001,"Ederson",282,19,"Man City",282
