"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_StandingSave","type_value_PassEndY","type_value_Angle","type_value_Zone","type_value_Length","type_value_PassEndX","type_value_Chipped","type_value_Longball","type_value_HighClaim","type_value_KeeperThrow","type_value_Throughball","type_value_Cross","type_value_RightFoot","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_Offensive","type_value_Head","type_value_GoalKick","type_value_HeadPass","type_value_MissLeft","type_value_MissRight","type_value_LeftFoot","type_value_CornerTaken","type_value_LayOff","type_value_Foul","type_value_FreekickTaken","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_FirstTouch","type_value_GoalMouthZ","type_value_FromCorner","type_value_BoxCentre","type_value_RelatedEventId","type_value_Assisted","type_value_GoalMouthY","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_ThrowIn","type_value_BlockedX","type_value_RegularPlay","type_value_BlockedY","type_value_BigChanceCreated","type_value_IntentionalGoalAssist","type_value_HighRight","type_value_BigChance","type_value_OtherBodyPart","type_value_BlockedCross","type_value_OverRun","type_value_Blocked","type_value_LowCentre","type_value_OutfielderBlock","type_value_LastMan","type_value_Yellow","type_value_TeamPlayerFormation","type_value_PlayerPosition","type_value_JerseyNumber","type_value_CaptainPlayerId","type_value_InvolvedPlayers","type_value_TeamFormation","type_value_MissHigh","type_value_DivingSave","type_value_IndividualPlay","type_value_OutOfBoxCentre","type_value_LeadingToAttempt","type_value_HighCentre","type_value_BoxLeft","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_HighLeft","type_value_FastBreak","type_value_KeeperSaveObox","type_value_FormationSlot","type_value_OneOnOne","type_value_BoxRight","type_value_ParriedSafe","type_value_Feet","type_value_SixYardBlock","type_value_SmallBoxLeft","type_value_SmallBoxCentre","type_value_LowRight","type_value_KeeperSaveInSixYard","type_value_Volley","value_StandingSave","value_PassEndY","value_Angle","value_Zone","value_Length","value_PassEndX","value_Chipped","value_Longball","value_HighClaim","value_KeeperThrow","value_Throughball","value_Cross","value_RightFoot","value_OppositeRelatedEvent","value_Defensive","value_Offensive","value_Head","value_GoalKick","value_HeadPass","value_MissLeft","value_MissRight","value_LeftFoot","value_CornerTaken","value_LayOff","value_Foul","value_FreekickTaken","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_FirstTouch","value_GoalMouthZ","value_FromCorner","value_BoxCentre","value_RelatedEventId","value_Assisted","value_GoalMouthY","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_ThrowIn","value_BlockedX","value_RegularPlay","value_BlockedY","value_BigChanceCreated","value_IntentionalGoalAssist","value_HighRight","value_BigChance","value_OtherBodyPart","value_BlockedCross","value_OverRun","value_Blocked","value_LowCentre","value_OutfielderBlock","value_LastMan","value_Yellow","value_TeamPlayerFormation","value_PlayerPosition","value_JerseyNumber","value_CaptainPlayerId","value_InvolvedPlayers","value_TeamFormation","value_MissHigh","value_DivingSave","value_IndividualPlay","value_OutOfBoxCentre","value_LeadingToAttempt","value_HighCentre","value_BoxLeft","value_Hands","value_KeeperSaveInTheBox","value_HighLeft","value_FastBreak","value_KeeperSaveObox","value_FormationSlot","value_OneOnOne","value_BoxRight","value_ParriedSafe","value_Feet","value_SixYardBlock","value_SmallBoxLeft","value_SmallBoxCentre","value_LowRight","value_KeeperSaveInSixYard","value_Volley","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
495,231.5,25,57,170,34.965,21.76,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,321020,45.465,35.632,NA,NA,NA,NA,NA,232,NA,NA,NA,NA,25.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,0.01269174,0.01484598,0.00215424,"Fulham","Aston Villa",16,"Sander Berge","DMC",TRUE,0,11.5391814464495,52.8771773941595,"S. Berge",495,31,"Fulham",495
496,232,25,59,170,45.465,35.632,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,321020,65.835,58.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9833333333333,2809223871,25,178,141,213,56,212,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85.5","0.84","Left","30.4","62.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,0.01484598,0.01870347,0.00385749,"Fulham","Aston Villa",16,"Sander Berge","DMC",TRUE,13.5504428655791,0,47.854540950587,"S. Berge",496,31,"Fulham",496
497,232.5,26,3,170,65.835,58.14,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,136824,82.215,60.86,NA,NA,NA,NA,NA,233,NA,NA,NA,NA,26.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,0.01870347,0.02756312,0.00885965,"Fulham","Aston Villa",17,"Alex Iwobi","AML",TRUE,0,10.7845447247948,9.42828511528914,"A. Iwobi",497,31,"Fulham",497
498,233,26,7,170,82.215,60.86,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 38, 217, 218)",TRUE,136824,70.245,53.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1166666666667,2809223901,26,178,141,213,56,212,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79.4","3.66","Left","13.8","66.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,0.02756312,0.02401521,-0.00354791,"Fulham","Aston Villa",17,"Alex Iwobi","AML",TRUE,-4.87238709478895,0,-150.154186118994,"A. Iwobi",498,31,"Fulham",498
499,233.5,26,8.5,170,70.245,53.992,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,321020,76.545,54.468,NA,NA,NA,NA,NA,234,NA,NA,NA,NA,26.1416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,0.02401521,0.02401521,0,"Fulham","Aston Villa",16,"Sander Berge","DMC",TRUE,0,5.04300143654226,4.32080495498445,"S. Berge",499,31,"Fulham",499
500,234,26,10,170,76.545,54.468,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,321020,86.1,65.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1666666666667,2809223945,26,178,141,213,56,212,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96.1","0.85","Left","14.5","82.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,0.02401521,0.03485072,0.01083551,"Fulham","Aston Villa",16,"Sander Berge","DMC",TRUE,-1.55297912719529,0,48.7098500457997,"S. Berge",500,31,"Fulham",500
501,234.5,26,12,170,86.1,65.348,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,136824,89.67,59.5,NA,NA,NA,NA,NA,235,NA,NA,NA,NA,26.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,0.03485072,0.03485072,0,"Fulham","Aston Villa",17,"Alex Iwobi","AML",TRUE,0,6.85144089355018,-58.5973907602664,"A. Iwobi",501,31,"Fulham",501
502,235,26,14,170,89.67,59.5,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 137, 124, 126, 36, 38, 217, 218)",TRUE,136824,98.7,36.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2333333333333,2809223967,26,178,141,213,56,212,140,155,NA,NA,NA,NA,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53.5","5.08","Center","24.8","94.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,NA,NA,NA,"Fulham","Aston Villa",17,"Alex Iwobi","AML",TRUE,23.0187331135868,0,-68.6658283953804,"A. Iwobi",502,31,"Fulham",502
503,214,26,16,24,5.775,32.096,"FirstHalf","Clearance","Successful",NA,NA,NA,"c(91, 94, 95, 57, 215)",TRUE,301440,27.72,18.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2666666666667,2809224009,26,178,141,213,56,212,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26.5","5.71","Back","26.1","26.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,NA,NA,NA,"Aston Villa","Fulham",4,"Ezri Konsa","DC",TRUE,0,0,-32.6769948482184,"E. Konsa",503,31,"Fulham",503
504,236,26,19,170,74.55,53.652,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 139, 35, 37, 216, 218)",TRUE,321020,61.53,55.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3166666666667,2809224027,26,178,141,213,56,212,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82.0","2.98","Left","13.2","58.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,0.02401521,0.01870347,-0.00531174,"Fulham","Aston Villa",16,"Sander Berge","DMC",TRUE,-12.371212333823,0,170.803344108371,"S. Berge",504,31,"Fulham",504
505,237,26,21,170,61.53,55.76,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,306581,69.93,46.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.35,2809224065,26,178,141,213,56,212,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68.0","5.44","Center","12.7","66.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,0.01870347,0.0241224,0.00541893,"Fulham","Aston Villa",33,"Antonee Robinson","DL",TRUE,11.4675069438129,0,-48.5763343749974,"A. Robinson",505,31,"Fulham",505
506,238,26,25,170,70.14,45.084,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,297395,73.185,53.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4166666666667,2809224141,26,178,141,213,56,212,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78.8","1.23","Center","9.0","69.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,0.0241224,0.02401521,-0.00010719,"Fulham","Aston Villa",20,"Sasa Lukic","DMC",TRUE,-0.779730840732384,0,70.2906836788979,"S. Lukic",506,31,"Fulham",506
507,238.5,26,27.5,170,73.185,53.584,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,321020,76.02,56.304,NA,NA,NA,NA,NA,239,NA,NA,NA,NA,26.4583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,0.02401521,0.02401521,0,"Fulham","Aston Villa",16,"Sander Berge","DMC",TRUE,0,0.790200439364064,43.8140281568372,"S. Berge",507,31,"Fulham",507
508,239,26,30,170,76.02,56.304,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 37, 217, 218)",TRUE,321020,76.02,63.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,2809224167,26,178,141,213,56,212,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92.7","1.57","Left","6.7","72.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,0.02401521,0.02122129,-0.00279392,"Fulham","Aston Villa",16,"Sander Berge","DMC",TRUE,-4.45429293973851,0,90,"S. Berge",508,31,"Fulham",508
509,215,26,32,24,22.89,11.356,"FirstHalf","Challenge","Unsuccessful",NA,NA,NA,"55",FALSE,331790,22.89,11.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5333333333333,2809224211,26,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,NA,NA,NA,"Aston Villa","Fulham",44,"Boubacar Kamara","DMC",TRUE,0,0,0,"B. Kamara",509,31,"Fulham",509
510,240,26,32,170,82.11,56.644,"FirstHalf","TakeOn","Successful",NA,NA,NA,"c(91, 54)",TRUE,306581,82.11,56.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5333333333333,2809224183,26,178,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,"215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-03 22:43:23",42515,"Villa Park","Robert Jones","1 : 0",24,170,NA,NA,NA,"Fulham","Aston Villa",33,"Antonee Robinson","DL",TRUE,0,0,0,"A. Robinson",510,31,"Fulham",510
