"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_PassEndX","type_value_Angle","type_value_PassEndY","type_value_StandingSave","type_value_Zone","type_value_Length","type_value_Chipped","type_value_Offensive","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_HeadPass","type_value_Longball","type_value_Cross","type_value_LeftFoot","type_value_HighClaim","type_value_Head","type_value_ThrowIn","type_value_LayOff","type_value_Foul","type_value_FreekickTaken","type_value_RightFoot","type_value_KeeperThrow","type_value_DivingSave","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_LeadingToAttempt","type_value_GoalMouthZ","type_value_LowRight","type_value_IndividualPlay","type_value_RegularPlay","type_value_BlockedX","type_value_BlockedY","type_value_GoalMouthY","type_value_BoxLeft","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_MissLeft","type_value_MissRight","type_value_CornerTaken","type_value_AerialFoul","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_RelatedEventId","type_value_OutOfBoxCentre","type_value_Blocked","type_value_LowCentre","type_value_Assisted","type_value_FirstTouch","type_value_OutfielderBlock","type_value_OtherBodyPart","type_value_OverRun","type_value_GoalKick","type_value_FastBreak","type_value_DeepBoxLeft","type_value_HighRight","type_value_BoxCentre","type_value_HighLeft","type_value_Yellow","type_value_LowLeft","type_value_KeeperSaveObox","type_value_MissHigh","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_InvolvedPlayers","type_value_SixYardBlock","type_value_OutOfBoxDeepLeft","type_value_DirectFreekick","type_value_SetPiece","type_value_SmallBoxLeft","type_value_BlockedCross","type_value_Feet","type_value_ParriedDanger","type_value_Penalty","type_value_KeeperMissed","type_value_BigChance","type_value_BigChanceCreated","type_value_BoxRight","type_value_HighCentre","type_value_ParriedSafe","value_PassEndX","value_Angle","value_PassEndY","value_StandingSave","value_Zone","value_Length","value_Chipped","value_Offensive","value_OppositeRelatedEvent","value_Defensive","value_HeadPass","value_Longball","value_Cross","value_LeftFoot","value_HighClaim","value_Head","value_ThrowIn","value_LayOff","value_Foul","value_FreekickTaken","value_RightFoot","value_KeeperThrow","value_DivingSave","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_LeadingToAttempt","value_GoalMouthZ","value_LowRight","value_IndividualPlay","value_RegularPlay","value_BlockedX","value_BlockedY","value_GoalMouthY","value_BoxLeft","value_Hands","value_KeeperSaveInTheBox","value_MissLeft","value_MissRight","value_CornerTaken","value_AerialFoul","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_RelatedEventId","value_OutOfBoxCentre","value_Blocked","value_LowCentre","value_Assisted","value_FirstTouch","value_OutfielderBlock","value_OtherBodyPart","value_OverRun","value_GoalKick","value_FastBreak","value_DeepBoxLeft","value_HighRight","value_BoxCentre","value_HighLeft","value_Yellow","value_LowLeft","value_KeeperSaveObox","value_MissHigh","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_CaptainPlayerId","value_TeamFormation","value_TeamPlayerFormation","value_InvolvedPlayers","value_SixYardBlock","value_OutOfBoxDeepLeft","value_DirectFreekick","value_SetPiece","value_SmallBoxLeft","value_BlockedCross","value_Feet","value_ParriedDanger","value_Penalty","value_KeeperMissed","value_BigChance","value_BigChanceCreated","value_BoxRight","value_HighCentre","value_ParriedSafe","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
381,194,19,15,23,79.485,2.312,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 35, 37, 217, 218)",TRUE,338780,72.135,2.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.25,2810245235,19,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68.7","3.11","3.7",NA,"Right","7.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.02756312,0.02122129,-0.00634183,"Newcastle","Brighton",39,"Bruno Guimaraes","MC",TRUE,-4.82862358507784,0,178.410157951933,"B. Guimaraes",381,21,"Newcastle",381
382,195,19,17,23,72.135,2.516,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,83078,57.855,19.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2833333333333,2810245341,19,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55.1","2.27","28.5",NA,"Center","22.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.02122129,0.01685596,-0.00436533,"Newcastle","Brighton",2,"Kieran Trippier","DR",TRUE,-3.84776482072918,0,130.257065131471,"K. Trippier",382,21,"Newcastle",382
383,196,19,21,23,57.75,20.536,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,82726,56.805,41.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.35,2810245445,19,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54.1","1.62","61.0",NA,"Center","21.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.01685596,0.01689528,3.93199999999989e-05,"Newcastle","Brighton",5,"Fabian Schar","DC",TRUE,0.358859464853325,0,92.583451738385,"F. Schar",383,21,"Newcastle",383
384,196.5,19,22,23,56.805,41.48,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,82277,57.645,45.356,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,19.3666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.01689528,0.01685596,-3.93199999999989e-05,"Newcastle","Brighton",33,"Dan Burn","DC",TRUE,0,0.074419765732614,77.772053481018,"D. Burn",384,21,"Newcastle",384
385,197,19,23,23,57.645,45.356,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,82277,72.135,65.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3833333333333,2810245601,19,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68.7","0.95","96.3",NA,"Left","24.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.01685596,0.02122129,0.00436533,"Newcastle","Brighton",33,"Dan Burn","DC",TRUE,3.1854931641673,0,54.2501623412395,"D. Burn",385,21,"Newcastle",385
386,197.5,19,25.5,23,72.135,65.484,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,331382,74.34,49.912,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,19.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.02122129,0.0241224,0.00290111,"Newcastle","Brighton",11,"Harvey Barnes","FWL",TRUE,0,10.9689686286712,-81.9404811222034,"H. Barnes",386,21,"Newcastle",386
387,198,19,28,23,74.34,49.912,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,331382,82.32,37.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4666666666667,2810245677,19,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78.4","5.30","55.8",NA,"Center","14.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.0241224,0.03511326,0.01099086,"Newcastle","Brighton",11,"Harvey Barnes","FWL",TRUE,11.5227507673856,0,-56.3055135491861,"H. Barnes",387,21,"Newcastle",387
388,198.5,19,29,23,82.32,37.944,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,299254,83.475,42.84,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,19.4833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.03511326,0.02855202,-0.00656124,"Newcastle","Brighton",14,"Alexander Isak","FW",TRUE,0,-0.249162071853934,76.7262186402593,"A. Isak",388,21,"Newcastle",388
389,199,19,30,23,83.475,42.84,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 29, 36, 37, 217, 218)",TRUE,299254,103.845,45.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,2810245771,19,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98.9","0.14","67.1",NA,"Center","20.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,NA,NA,NA,"Newcastle","Brighton",14,"Alexander Isak","FW",TRUE,11.5843124461893,0,7.79353125752963,"A. Isak",389,21,"Newcastle",389
390,175,19,50,211,1.575,24.888,"FirstHalf","KeeperPickup","Successful",NA,NA,NA,"93",FALSE,400138,1.575,24.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8333333333333,2810245759,19,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,NA,NA,NA,"Brighton","Newcastle",1,"Bart Verbruggen","GK",TRUE,0,0,0,"B. Verbruggen",390,22,"Brighton",390
391,175.5,19,50.5,211,1.575,24.888,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,400138,11.025,28.492,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,19.8416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.0088799,0.01082722,0.00194732,"Brighton","Newcastle",1,"Bart Verbruggen","GK",TRUE,0,9.68934181896502,20.8756336947555,"B. Verbruggen",391,22,"Brighton",391
392,176,19,51,211,11.025,28.492,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 36, 37, 215, 218)",TRUE,400138,30.765,61.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.85,2810246585,19,140,213,141,178,56,212,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29.3","1.04","91.1",NA,"Back","38.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.01082722,0.00977659,-0.00105063,"Brighton","Newcastle",1,"Bart Verbruggen","GK",TRUE,14.8146160619925,0,59.4581756208829,"B. Verbruggen",392,22,"Brighton",392
393,176.5,19,55,211,30.765,61.948,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,86441,64.365,60.928,NA,NA,NA,NA,NA,177,NA,NA,NA,NA,19.9166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.00977659,0.0174506,0.00767401,"Brighton","Newcastle",5,"Lewis Dunk","DC",TRUE,0,30.5741442067052,-1.73880216039713,"L. Dunk",393,22,"Brighton",393
394,177,19,59,211,64.365,60.928,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 38, 216, 218)",TRUE,86441,66.465,52.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9833333333333,2810246629,19,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63.3","4.96","77.2",NA,"Center","8.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.0174506,0.01870347,0.00125287,"Brighton","Newcastle",5,"Lewis Dunk","DC",TRUE,6.00353210047605,0,-76.0149305986383,"L. Dunk",394,22,"Brighton",394
395,178,20,0,211,65.415,52.088,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 216, 218)",TRUE,39308,43.68,55.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2810246709,20,140,213,141,178,56,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41.6","2.99","81.5",NA,"Back","22.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-04 22:30:27",31580,"American Express Stadium","Craig Pawson","1 : 1",211,23,0.01870347,0.0138454,-0.00485807,"Brighton","Newcastle",18,"Danny Welbeck","FW",TRUE,-21.4317023391382,0,171.284345930928,"D. Welbeck",395,22,"Brighton",395
