"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_StandingSave","type_value_Zone","type_value_PassEndY","type_value_PassEndX","type_value_Angle","type_value_Length","type_value_Longball","type_value_Defensive","type_value_OppositeRelatedEvent","type_value_Offensive","type_value_HeadPass","type_value_Chipped","type_value_PlayerCaughtOffside","type_value_IndirectFreekickTaken","type_value_FreekickTaken","type_value_ThrowIn","type_value_KeeperThrow","type_value_GoalKick","type_value_MissHigh","type_value_LayOff","type_value_ShotAssist","type_value_IntentionalAssist","type_value_KeyPass","type_value_BlockedY","type_value_RightFoot","type_value_LowCentre","type_value_GoalMouthZ","type_value_GoalMouthY","type_value_BlockedX","type_value_Assisted","type_value_BoxLeft","type_value_RegularPlay","type_value_Blocked","type_value_RelatedEventId","type_value_OutfielderBlock","type_value_MissLeft","type_value_LeftFoot","type_value_FirstTouch","type_value_Foul","type_value_OutOfBoxCentre","type_value_IndividualPlay","type_value_Head","type_value_Cross","type_value_ThrowinSetPiece","type_value_BoxCentre","type_value_BlockedCross","type_value_DeepBoxRight","type_value_MissRight","type_value_FastBreak","type_value_SetPiece","type_value_SmallBoxLeft","type_value_OtherBodyPart","type_value_HighLeft","type_value_Volley","type_value_LeadingToGoal","type_value_IntentionalGoalAssist","type_value_CornerTaken","type_value_Yellow","type_value_OverRun","type_value_BoxRight","type_value_Collected","type_value_Hands","type_value_KeeperSaveInTheBox","type_value_LeadingToAttempt","type_value_HighClaim","type_value_LowRight","type_value_DivingSave","type_value_KeeperSaveObox","type_value_PlayerPosition","type_value_JerseyNumber","type_value_FormationSlot","type_value_InvolvedPlayers","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_TeamPlayerFormation","type_value_BigChanceCreated","type_value_OneOnOne","type_value_BigChance","type_value_LowLeft","type_value_ParriedSafe","type_value_GoalDisallowed","value_StandingSave","value_Zone","value_PassEndY","value_PassEndX","value_Angle","value_Length","value_Longball","value_Defensive","value_OppositeRelatedEvent","value_Offensive","value_HeadPass","value_Chipped","value_PlayerCaughtOffside","value_IndirectFreekickTaken","value_FreekickTaken","value_ThrowIn","value_KeeperThrow","value_GoalKick","value_MissHigh","value_LayOff","value_ShotAssist","value_IntentionalAssist","value_KeyPass","value_BlockedY","value_RightFoot","value_LowCentre","value_GoalMouthZ","value_GoalMouthY","value_BlockedX","value_Assisted","value_BoxLeft","value_RegularPlay","value_Blocked","value_RelatedEventId","value_OutfielderBlock","value_MissLeft","value_LeftFoot","value_FirstTouch","value_Foul","value_OutOfBoxCentre","value_IndividualPlay","value_Head","value_Cross","value_ThrowinSetPiece","value_BoxCentre","value_BlockedCross","value_DeepBoxRight","value_MissRight","value_FastBreak","value_SetPiece","value_SmallBoxLeft","value_OtherBodyPart","value_HighLeft","value_Volley","value_LeadingToGoal","value_IntentionalGoalAssist","value_CornerTaken","value_Yellow","value_OverRun","value_BoxRight","value_Collected","value_Hands","value_KeeperSaveInTheBox","value_LeadingToAttempt","value_HighClaim","value_LowRight","value_DivingSave","value_KeeperSaveObox","value_PlayerPosition","value_JerseyNumber","value_FormationSlot","value_InvolvedPlayers","value_CaptainPlayerId","value_TeamFormation","value_TeamPlayerFormation","value_BigChanceCreated","value_OneOnOne","value_BigChance","value_LowLeft","value_ParriedSafe","value_GoalDisallowed","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
238,126,9,42,165,15.855,17.612,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 38, 215, 218)",TRUE,362826,26.985,15.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,2816500755,9,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","23.4","25.7","6.13","11.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.00977745,0.0105949,0.000817450000000001,"Ipswich","Leicester",26,"Dara O'Shea","DC",TRUE,10.5544001065138,0,-8.68425854755055,"D. O'Shea",238,15,"Ipswich",238
239,126.5,9,44.5,165,26.985,15.912,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,134666,35.7,25.16,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,9.74166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.0105949,0.01262646,0.00203156,"Ipswich","Leicester",5,"Sam Morsy","DMC",TRUE,0,10.222884321391,46.6995876408477,"S. Morsy",239,15,"Ipswich",239
240,127,9,47,165,35.7,25.16,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,"c(91, 120, 124, 128, 36, 37, 216, 218)",TRUE,134666,61.005,58.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.78333333333333,2816500819,9,178,56,141,140,213,212,1,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","85.9","58.1","0.92","41.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,NA,NA,NA,"Ipswich","Leicester",5,"Sam Morsy","DMC",TRUE,19.5474746496396,0,52.7286164081094,"S. Morsy",240,15,"Ipswich",240
241,104,9,51,14,42.735,8.976,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,429531,34.86,9.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.85,2816500893,9,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","13.5","33.2","3.12","7.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01214719,0.01214719,0,"Leicester","Ipswich",35,"Kasey McAteer","AMR",TRUE,-7.29659145928298,0,178.516098341567,"K. McAteer",241,16,"Leicester",241
242,105,9,53,14,34.86,9.18,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,301441,41.16,19.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88333333333333,2816500943,9,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","28.0","39.2","1.00","11.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01214719,0.01269174,0.00054455,"Leicester","Ipswich",2,"James Justin","DR",TRUE,8.83255483895802,0,57.4236503923557,"J. Justin",242,16,"Leicester",242
243,106,9,55,14,41.16,19.04,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,327683,33.495,29.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.91666666666667,2816500985,9,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","42.8","31.9","2.22","12.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01269174,0.01132376,-0.00136798,"Leicester","Ipswich",6,"Wilfred Ndidi","DMC",TRUE,-6.10301286440409,0,127.29382668247,"W. Ndidi",243,16,"Leicester",243
244,107,9,58,14,33.705,29.24,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,97710,38.745,45.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.96666666666667,2816501035,9,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","67.0","36.9","1.27","17.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01132376,0.01269174,0.00136798,"Leicester","Ipswich",4,"Conor Coady","DC",TRUE,4.19780477633061,0,72.8380811971347,"C. Coady",244,16,"Leicester",244
245,108,10,0,14,36.855,44.268,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,299693,29.505,14.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2816501153,10,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","21.2","28.1","4.47","30.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01269174,0.0105949,-0.00209684,"Leicester","Ipswich",3,"Wout Faes","DC",TRUE,-9.07952678602842,0,-103.831936184952,"W. Faes",245,16,"Leicester",245
246,109,10,3,14,29.715,13.464,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,301441,35.7,19.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.05,2816501171,10,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","28.3","34.0","0.77","8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.0105949,0.01269174,0.00209684,"Leicester","Ipswich",2,"James Justin","DR",TRUE,7.1820452647256,0,44.0017470209967,"J. Justin",246,16,"Leicester",246
247,110,10,4,14,35.7,19.244,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,327683,26.775,17.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0666666666667,2816501183,10,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","25.3","25.5","3.37","9.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01269174,0.01110462,-0.00158712,"Leicester","Ipswich",6,"Wilfred Ndidi","DMC",TRUE,-9.15427297564385,0,-167.124998440388,"W. Ndidi",247,16,"Leicester",247
248,111,10,5,14,26.775,17.204,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,301441,23.52,31.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0833333333333,2816501319,10,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","47.0","22.4","1.79","15.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01110462,0.01016549,-0.000939130000000002,"Leicester","Ipswich",2,"James Justin","DR",TRUE,-1.49768243347779,0,102.439562018847,"J. Justin",248,16,"Leicester",248
249,111.5,10,6,14,23.52,31.96,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,97710,25.095,37.944,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01016549,0.01016549,0,"Leicester","Ipswich",4,"Conor Coady","DC",TRUE,0,1.50325758060251,75.254080689556,"C. Coady",249,16,"Leicester",249
250,112,10,7,14,25.095,37.944,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 216, 218)",TRUE,97710,35.595,52.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1166666666667,2816501399,10,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","77.6","33.9","0.95","18.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01016549,0.01214719,0.0019817,"Leicester","Ipswich",4,"Conor Coady","DC",TRUE,8.10448846271406,0,54.6896444806853,"C. Coady",250,16,"Leicester",250
251,113,10,11,14,36.015,51.68,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 38, 215, 218)",TRUE,299693,27.93,36.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1833333333333,2816501491,10,178,56,141,140,213,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","54.3","26.6","4.21","16.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01214719,0.01132376,-0.00082343,"Leicester","Ipswich",3,"Wout Faes","DC",TRUE,-5.9108941916428,0,-118.718895004735,"W. Faes",251,16,"Leicester",251
252,114,10,14,14,27.72,33.932,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 124, 127, 36, 38, 216, 218)",TRUE,97710,48.72,3.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2333333333333,2816501651,10,178,56,141,140,213,212,1,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","5.2","46.4","5.32","36.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01132376,0.01248344,0.00115968,"Leicester","Ipswich",4,"Conor Coady","DC",TRUE,13.2839855394203,0,-55.3601660275149,"C. Coady",252,16,"Leicester",252
253,114.5,10,17,14,48.72,3.536,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,67491,44.31,12.648,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,10.2833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-19 00:52:15",31986,"King Power Stadium","Andrew Kitchen","2 : 0",14,165,0.01248344,0.0138454,0.00136196,"Leicester","Ipswich",18,"Jordan Ayew","AMC",TRUE,0,-0.340446076726465,115.825922452992,"J. Ayew",253,16,"Leicester",253
