"index","eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","expandedMinute","type_value_Zone","type_value_Angle","type_value_StandingSave","type_value_PassEndX","type_value_Length","type_value_PassEndY","type_value_Longball","type_value_Offensive","type_value_OppositeRelatedEvent","type_value_Defensive","type_value_HeadPass","type_value_ThrowIn","type_value_LayOff","type_value_Chipped","type_value_Foul","type_value_FreekickTaken","type_value_RightFoot","type_value_Cross","type_value_BlockedCross","type_value_IntentionalAssist","type_value_ShotAssist","type_value_KeyPass","type_value_GoalMouthY","type_value_LowCentre","type_value_BlockedX","type_value_FirstTouch","type_value_BoxCentre","type_value_Assisted","type_value_RegularPlay","type_value_RelatedEventId","type_value_GoalMouthZ","type_value_BlockedY","type_value_Feet","type_value_ParriedSafe","type_value_KeeperSaveInTheBox","type_value_LeftFoot","type_value_BigChanceCreated","type_value_BigChance","type_value_Head","type_value_Collected","type_value_Hands","type_value_OtherBodyPart","type_value_OutOfBoxCentre","type_value_IndividualPlay","type_value_LowLeft","type_value_DivingSave","type_value_KeeperSaveObox","type_value_Blocked","type_value_LowRight","type_value_OutfielderBlock","type_value_GoalKick","type_value_MissHigh","type_value_HighClaim","type_value_KeeperThrow","type_value_Throughball","type_value_JerseyNumber","type_value_PlayerPosition","type_value_FormationSlot","type_value_PlayerCaughtOffside","type_value_MissRight","type_value_SetPiece","type_value_MissLeft","type_value_IndirectFreekickTaken","type_value_CornerTaken","type_value_HighCentre","type_value_BoxLeft","type_value_LeadingToAttempt","type_value_Red","type_value_Yellow","type_value_InvolvedPlayers","type_value_TeamPlayerFormation","type_value_CaptainPlayerId","type_value_TeamFormation","type_value_GoalDisallowed","type_value_BoxRight","type_value_FastBreak","type_value_HighRight","type_value_IntentionalGoalAssist","type_value_SmallBoxRight","type_value_HighLeft","type_value_Volley","type_value_DirectFreekick","type_value_Penalty","type_value_KeeperMissed","type_value_ParriedDanger","type_value_FromCorner","value_Zone","value_Angle","value_StandingSave","value_PassEndX","value_Length","value_PassEndY","value_Longball","value_Offensive","value_OppositeRelatedEvent","value_Defensive","value_HeadPass","value_ThrowIn","value_LayOff","value_Chipped","value_Foul","value_FreekickTaken","value_RightFoot","value_Cross","value_BlockedCross","value_IntentionalAssist","value_ShotAssist","value_KeyPass","value_GoalMouthY","value_LowCentre","value_BlockedX","value_FirstTouch","value_BoxCentre","value_Assisted","value_RegularPlay","value_RelatedEventId","value_GoalMouthZ","value_BlockedY","value_Feet","value_ParriedSafe","value_KeeperSaveInTheBox","value_LeftFoot","value_BigChanceCreated","value_BigChance","value_Head","value_Collected","value_Hands","value_OtherBodyPart","value_OutOfBoxCentre","value_IndividualPlay","value_LowLeft","value_DivingSave","value_KeeperSaveObox","value_Blocked","value_LowRight","value_OutfielderBlock","value_GoalKick","value_MissHigh","value_HighClaim","value_KeeperThrow","value_Throughball","value_JerseyNumber","value_PlayerPosition","value_FormationSlot","value_PlayerCaughtOffside","value_MissRight","value_SetPiece","value_MissLeft","value_IndirectFreekickTaken","value_CornerTaken","value_HighCentre","value_BoxLeft","value_LeadingToAttempt","value_Red","value_Yellow","value_InvolvedPlayers","value_TeamPlayerFormation","value_CaptainPlayerId","value_TeamFormation","value_GoalDisallowed","value_BoxRight","value_FastBreak","value_HighRight","value_IntentionalGoalAssist","value_SmallBoxRight","value_HighLeft","value_Volley","value_DirectFreekick","value_Penalty","value_KeeperMissed","value_ParriedDanger","value_FromCorner","timeStamp","attendance","venueName","referee","ftScore","hteamId","ateamId","start_zone_value_xT","end_zone_value_xT","xT","teamName","oppositionTeamName","shirtNo","name","position","isFirstEleven","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number"
240,149,11,7,32,63,57.256,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,517341,69.09,63.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1166666666667,2818887845,11,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","0.81",NA,"65.8","8.8","93.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.01870347,0.02122129,0.00251782,"Man Utd","Aston Villa",26,"Ayden Heaven","DC",TRUE,1.44126576071437,0,46.3859918441503,"A. Heaven",240,13,"Man Utd",240
241,150,11,8,32,69.09,63.648,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,343346,59.43,60.996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1333333333333,2818887879,11,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","3.41",NA,"56.6","10.0","89.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.02122129,0.01473596,-0.00648533,"Man Utd","Aston Villa",7,"Mason Mount","AMC",TRUE,-6.39861157551039,0,-164.648565725531,"M. Mount",241,13,"Man Utd",241
242,151,11,11,32,60.69,59.296,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 37, 217, 218)",TRUE,517341,70.14,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1833333333333,2818887959,11,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","0.64",NA,"66.8","11.8","97.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.01870347,0.02122129,0.00251782,"Man Utd","Aston Villa",26,"Ayden Heaven","DC",TRUE,3.49840915637837,0,36.5445119316017,"A. Heaven",242,13,"Man Utd",242
243,151.5,11,14,32,70.14,66.3,"FirstHalf","Carry","Successful",999,"takeOns","0","NULL",TRUE,343346,64.365,48.076,NA,NA,NA,NA,NA,152,NA,NA,NA,NA,11.2333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.02122129,0.01935132,-0.00186997,"Man Utd","Aston Villa",7,"Mason Mount","AMC",TRUE,0,4.51986087325096,-107.582878273578,"M. Mount",243,13,"Man Utd",243
244,152,11,17,32,64.365,48.076,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 38, 216, 218)",TRUE,343346,59.85,43.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2833333333333,2818887977,11,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","3.97",NA,"57.0","6.7","63.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.01935132,0.01685596,-0.00249536,"Man Utd","Aston Villa",7,"Mason Mount","AMC",TRUE,-3.06987997306805,0,-132.681672783366,"M. Mount",244,13,"Man Utd",244
245,153,11,17,32,59.955,43.18,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 35, 37, 216, 218)",TRUE,88526,59.22,55.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2833333333333,2818888011,11,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","1.63",NA,"56.4","12.7","82.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.01685596,0.01611813,-0.000737829999999998,"Man Utd","Aston Villa",18,"Casemiro","MC",TRUE,-4.74664258103797,0,93.3258293208358,"Casemiro",245,13,"Man Utd",245
246,154,11,19,32,59.64,56.848,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 36, 37, 216, 218)",TRUE,517341,67.725,64.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3166666666667,2818888075,11,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","0.76",NA,"64.5","11.2","95.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.01611813,0.0174506,0.00133247,"Man Utd","Aston Villa",26,"Ayden Heaven","DC",TRUE,2.56297622828718,0,43.7954357833679,"A. Heaven",246,13,"Man Utd",246
247,155,11,21,32,67.515,65.008,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 30, 205, 36, 38, 217, 218)",TRUE,495260,98.28,61.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.35,2818888147,11,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left","6.17",NA,"93.6","31.0","90.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.0174506,0.0379259,0.0204753,"Man Utd","Aston Villa",13,"Patrick Dorgu","DML",TRUE,20.2338498690589,0,-6.30646249701116,"P. Dorgu",247,13,"Man Utd",247
248,156,11,25,32,98.385,61.744,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 123, 138, 124, 125, 40, 41, 35, 38, 217, 218)",TRUE,343346,93.345,31.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4166666666667,2818888225,11,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,2,NA,154,210,11113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","4.55",NA,"88.9","31.1","45.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.0379259,0.10805102,0.07012512,"Man Utd","Aston Villa",7,"Mason Mount","AMC",TRUE,16.5055177174793,0,-99.3326062007989,"M. Mount",248,13,"Man Utd",248
249,157,11,27,32,93.345,31.28,"FirstHalf","MissedShots","Successful",NA,NA,NA,"c(91, 7, 90, 10, 88, 1, 3, 13)",TRUE,386634,93.345,31.28,NA,NA,5.6,38.76,TRUE,156,343346,NA,NA,NA,11.45,2818888235,11,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,102,NA,NA,328,17,29,22,55,103,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57.0",NA,NA,NA,NA,NA,NA,"156","5.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,NA,NA,NA,"Man Utd","Aston Villa",16,"Amad Diallo","AMC",TRUE,0,0,0,"A. Diallo",249,13,"Man Utd",249
250,78,11,59,24,4.41,31.892,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 119, 117, 127, 205, 36, 37, 217, 218)",TRUE,102248,71.19,48.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9833333333333,2818888815,11,56,213,NA,140,212,141,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center","0.25",NA,"67.8","68.9","71.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.00941056,0.0241224,0.01471184,"Aston Villa","Man Utd",23,"Emiliano Martinez","GK",TRUE,63.7223087268169,0,14.1726309890349,"E. Martinez",250,13,"Man Utd",250
251,79,12,6,24,72.87,48.756,"FirstHalf","BallTouch","Unsuccessful",NA,NA,NA,"c(91, 69)",TRUE,148503,72.87,48.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,2818888821,12,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,NA,NA,NA,"Aston Villa","Man Utd",11,"Ollie Watkins","FW",TRUE,0,0,0,"O. Watkins",251,13,"Man Utd",251
252,159,12,7,32,40.95,17.408,"FirstHalf","BallTouch","Successful",NA,NA,NA,"91",TRUE,99487,40.95,17.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1166666666667,2818888843,12,56,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,NA,NA,NA,"Man Utd","Aston Villa",5,"Harry Maguire","DC",TRUE,0,0,0,"H. Maguire",252,13,"Man Utd",252
253,161,12,11,32,44.835,12.308,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 35, 37, 215, 218)",TRUE,123761,31.5,17.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1833333333333,2818888907,12,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","2.76",NA,"30.0","14.4","26.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.0138454,0.01110462,-0.00274078,"Man Utd","Aston Villa",8,"Bruno Fernandes","MC",TRUE,-11.3340539240469,0,158.05797675925,"B. Fernandes",253,13,"Man Utd",253
254,162,12,13,32,30.765,18.292,"FirstHalf","Pass","Successful",NA,NA,NA,"c(91, 117, 30, 36, 37, 215, 218)",TRUE,100008,31.395,37.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2166666666667,2818888941,12,56,213,178,140,212,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back","1.54",NA,"29.9","19.2","55.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025-05-26 13:55:16",73839,"Old Trafford","Thomas Bramall","2 : 0",32,24,0.01110462,0.01132376,0.00021914,"Man Utd","Aston Villa",2,"Victor Lindelof","DC",TRUE,2.19204139992857,0,88.1183060829783,"V. Lindelof",254,13,"Man Utd",254
